Date,STATE OF AFFECTED POPULATION,STATE PCODE OF AFFECTED POPULATION,LOCALITY OF AFFECTED POPULATION,LOCALITY PCODE OF AFFECTED POPULATION,LOCATION OF DISPALCEMENT,LOCATION TYPE,LOCATION CLASSIFICATION,# IDP INDIVIDUALS,STATE OF ORIGIN,STATE PCODE OF ORIGIN,LOCALITY OF ORIGIN,LOCALITY PCODE OF ORIGIN
6/4/2023,Aj Jazirah,SD15,Al Manaqil,SD15036,Hai Alkaser,Urban,Neighbourhood,70,Khartoum,SD01,Khartoum,SD01007
6/4/2023,Aj Jazirah,SD15,Al Manaqil,SD15036,Hai Alkaser,Urban,Neighbourhood,60,Khartoum,SD01,Jebel Awlia,SD01001
6/4/2023,Aj Jazirah,SD15,Al Manaqil,SD15036,Alhai 48,Urban,Neighbourhood,85,Khartoum,SD01,Khartoum,SD01007
6/4/2023,Aj Jazirah,SD15,Al Manaqil,SD15036,Alhai 40,Urban,Neighbourhood,60,Khartoum,SD01,Jebel Awlia,SD01001
6/4/2023,Aj Jazirah,SD15,Al Manaqil,SD15036,Alhai 40,Urban,Neighbourhood,55,Khartoum,SD01,Bahri,SD01003
6/4/2023,Aj Jazirah,SD15,Al Manaqil,SD15036,Alhai 65,Urban,Neighbourhood,50,Khartoum,SD01,Jebel Awlia,SD01001
6/4/2023,Aj Jazirah,SD15,Al Manaqil,SD15036,Alhai 65,Urban,Neighbourhood,50,Khartoum,SD01,Khartoum,SD01007
6/4/2023,Aj Jazirah,SD15,Al Manaqil,SD15036,Hai Alwehda,Urban,Neighbourhood,85,Khartoum,SD01,Jebel Awlia,SD01001
6/4/2023,Aj Jazirah,SD15,Al Manaqil,SD15036,Hai Alwehda,Urban,Neighbourhood,65,Khartoum,SD01,Khartoum,SD01007
6/4/2023,Aj Jazirah,SD15,Al Manaqil,SD15036,Hai Rufaah,Urban,Neighbourhood,75,Khartoum,SD01,Jebel Awlia,SD01001
6/4/2023,Aj Jazirah,SD15,Al Manaqil,SD15036,Hai Rufaah,Urban,Neighbourhood,65,Khartoum,SD01,Sharg An Neel,SD01004
6/4/2023,Aj Jazirah,SD15,Al Manaqil,SD15036,Hai Aljaleen,Urban,Neighbourhood,105,Khartoum,SD01,Sharg An Neel,SD01004
6/4/2023,Aj Jazirah,SD15,Al Manaqil,SD15036,Alhai 60,Urban,Neighbourhood,95,Khartoum,SD01,Khartoum,SD01007
6/4/2023,Aj Jazirah,SD15,Al Manaqil,SD15036,Alhai 55,Urban,Neighbourhood,70,Khartoum,SD01,Jebel Awlia,SD01001
6/4/2023,Aj Jazirah,SD15,Al Manaqil,SD15036,Hai Kadok,Urban,Neighbourhood,80,Khartoum,SD01,Khartoum,SD01007
6/4/2023,Aj Jazirah,SD15,Al Manaqil,SD15036,Hai Kadok,Urban,Neighbourhood,60,Khartoum,SD01,Sharg An Neel,SD01004
6/4/2023,Aj Jazirah,SD15,Al Manaqil,SD15036,Hai Tahaees,Urban,Neighbourhood,85,Khartoum,SD01,Khartoum,SD01007
6/4/2023,Aj Jazirah,SD15,Al Manaqil,SD15036,Hai Tahaees,Urban,Neighbourhood,75,Khartoum,SD01,Um Durman,SD01006
6/4/2023,Aj Jazirah,SD15,Al Manaqil,SD15036,Alhai 49,Urban,Neighbourhood,115,Khartoum,SD01,Um Durman,SD01006
6/4/2023,Aj Jazirah,SD15,Al Manaqil,SD15036,Alhai 49,Urban,Neighbourhood,100,Khartoum,SD01,Bahri,SD01003
6/4/2023,Aj Jazirah,SD15,Al Qurashi,SD15037,24 Alqurashi town,Urban,Neighbourhood,335,Khartoum,SD01,Jebel Awlia,SD01001
6/4/2023,Aj Jazirah,SD15,Al Qurashi,SD15037,24 Alqurashi,Urban,Neighbourhood,275,Khartoum,SD01,Khartoum,SD01007
6/4/2023,Aj Jazirah,SD15,Al Qurashi,SD15037,24 Alqurashi,Urban,Neighbourhood,215,Khartoum,SD01,Bahri,SD01003
6/4/2023,Aj Jazirah,SD15,Al Qurashi,SD15037,24 Alqurashi,Urban,Neighbourhood,175,Khartoum,SD01,Sharg An Neel,SD01004
6/4/2023,Aj Jazirah,SD15,Al Qurashi,SD15037,Wad Adam,Rural,Village,195,Khartoum,SD01,Khartoum,SD01007
6/4/2023,Aj Jazirah,SD15,Al Qurashi,SD15037,Wad Adam,Rural,Village,140,Khartoum,SD01,Um Durman,SD01006
6/4/2023,Aj Jazirah,SD15,Al Qurashi,SD15037,Wad Adam,Rural,Village,90,Khartoum,SD01,Sharg An Neel,SD01004
6/4/2023,Aj Jazirah,SD15,Al Qurashi,SD15037,Alazazi,Rural,Village,345,Khartoum,SD01,Bahri,SD01003
6/4/2023,Aj Jazirah,SD15,Al Qurashi,SD15037,Alazazi,Rural,Village,285,Khartoum,SD01,Jebel Awlia,SD01001
6/4/2023,Aj Jazirah,SD15,Al Qurashi,SD15037,Alazazi,Rural,Village,255,Khartoum,SD01,Khartoum,SD01007
6/4/2023,Aj Jazirah,SD15,Al Qurashi,SD15037,Atatori,Rural,Village,205,Khartoum,SD01,Um Durman,SD01006
6/4/2023,Aj Jazirah,SD15,Al Qurashi,SD15037,Atatori,Rural,Village,150,Khartoum,SD01,Khartoum,SD01007
6/4/2023,Aj Jazirah,SD15,Al Qurashi,SD15037,Atatori,Rural,Village,100,Khartoum,SD01,Bahri,SD01003
6/4/2023,Aj Jazirah,SD15,Al Qurashi,SD15037,Atatori,Rural,Village,70,Khartoum,SD01,Sharg An Neel,SD01004
6/4/2023,Aj Jazirah,SD15,Al Qurashi,SD15037,Matoog,Rural,Village,175,Khartoum,SD01,Jebel Awlia,SD01001
6/4/2023,Aj Jazirah,SD15,Al Qurashi,SD15037,Matoog,Rural,Village,170,Khartoum,SD01,Um Durman,SD01006
6/4/2023,Aj Jazirah,SD15,Al Qurashi,SD15037,Matoog,Rural,Village,130,Khartoum,SD01,Khartoum,SD01007
6/4/2023,Aj Jazirah,SD15,Al Qurashi,SD15037,Wad Alnoura,Rural,Village,170,Khartoum,SD01,Sharg An Neel,SD01004
6/4/2023,Aj Jazirah,SD15,Al Qurashi,SD15037,Wad Alnoura,Rural,Village,130,Khartoum,SD01,Khartoum,SD01007
6/4/2023,Aj Jazirah,SD15,Janub Aj Jazirah,SD15031,Barakat falata,Urban,Neighbourhood,105,Khartoum,SD01,Jebel Awlia,SD01001
6/4/2023,Aj Jazirah,SD15,Janub Aj Jazirah,SD15031,Barakat falata,Urban,Neighbourhood,75,Khartoum,SD01,Um Durman,SD01006
6/4/2023,Aj Jazirah,SD15,Janub Aj Jazirah,SD15031,Barakat Alreasaa,Urban,Neighbourhood,150,Khartoum,SD01,Um Durman,SD01006
6/4/2023,Aj Jazirah,SD15,Janub Aj Jazirah,SD15031,Barakat Alreasaa,Urban,Neighbourhood,75,Khartoum,SD01,Jebel Awlia,SD01001
6/4/2023,Aj Jazirah,SD15,Janub Aj Jazirah,SD15031,Algaria Alnamozagia,Urban,Neighbourhood,265,Khartoum,SD01,Khartoum,SD01007
6/4/2023,Aj Jazirah,SD15,Janub Aj Jazirah,SD15031,Algaria Alnamozagia,Urban,Neighbourhood,100,Khartoum,SD01,Um Durman,SD01006
6/4/2023,Aj Jazirah,SD15,Janub Aj Jazirah,SD15031,Abusoro village,Rural,Village,110,Khartoum,SD01,Jebel Awlia,SD01001
6/4/2023,Aj Jazirah,SD15,Janub Aj Jazirah,SD15031,Alshukaba Shaaeldin,Rural,Village,95,Khartoum,SD01,Um Durman,SD01006
6/4/2023,Aj Jazirah,SD15,Janub Aj Jazirah,SD15031,Alshukaba Shaaeldin,Rural,Village,45,Khartoum,SD01,Jebel Awlia,SD01001
6/4/2023,Aj Jazirah,SD15,Janub Aj Jazirah,SD15031,Dar Alnaeem village,Rural,Village,100,Khartoum,SD01,Jebel Awlia,SD01001
6/4/2023,Aj Jazirah,SD15,Janub Aj Jazirah,SD15031,Dar Alnaeem village,Rural,Village,40,Khartoum,SD01,Um Durman,SD01006
6/4/2023,Aj Jazirah,SD15,Janub Aj Jazirah,SD15031,Wad Asha Village,Rural,Village,100,Khartoum,SD01,Um Durman,SD01006
6/4/2023,Aj Jazirah,SD15,Janub Aj Jazirah,SD15031,Wad Alnour Village,Rural,Village,75,Khartoum,SD01,Um Bada,SD01002
6/4/2023,Aj Jazirah,SD15,Janub Aj Jazirah,SD15031,Wad Alnow Village,Rural,Village,80,Khartoum,SD01,Jebel Awlia,SD01001
6/4/2023,Aj Jazirah,SD15,Janub Aj Jazirah,SD15031,Barakat Alsika hadid,Urban,Neighbourhood,70,Khartoum,SD01,Um Durman,SD01006
6/4/2023,Aj Jazirah,SD15,Janub Aj Jazirah,SD15031,Alsoriba village,Rural,Village,70,Khartoum,SD01,Jebel Awlia,SD01001
6/4/2023,Aj Jazirah,SD15,Janub Aj Jazirah,SD15031,Alsoriba village,Rural,Village,60,Khartoum,SD01,Um Durman,SD01006
6/4/2023,Aj Jazirah,SD15,Janub Aj Jazirah,SD15031,Alhoosh Viillage,Rural,Village,345,Khartoum,SD01,Khartoum,SD01007
6/4/2023,Aj Jazirah,SD15,Janub Aj Jazirah,SD15031,Alhoosh Viillage,Rural,Village,275,Khartoum,SD01,Jebel Awlia,SD01001
6/4/2023,Aj Jazirah,SD15,Janub Aj Jazirah,SD15031,Alhoosh Viillage,Rural,Village,185,Khartoum,SD01,Um Durman,SD01006
6/4/2023,Aj Jazirah,SD15,Janub Aj Jazirah,SD15031,Kambo Darelnaeem,Rural,Village,85,Khartoum,SD01,Um Durman,SD01006
6/4/2023,Aj Jazirah,SD15,Janub Aj Jazirah,SD15031,Kambo Darelnaeem,Rural,Village,55,Khartoum,SD01,Um Bada,SD01002
6/4/2023,Aj Jazirah,SD15,Janub Aj Jazirah,SD15031,Amarah Alkhawalda,Rural,Village,60,Khartoum,SD01,Jebel Awlia,SD01001
6/4/2023,Aj Jazirah,SD15,Janub Aj Jazirah,SD15031,Alkemeer Adam village,Rural,Village,70,Khartoum,SD01,Jebel Awlia,SD01001
6/4/2023,Aj Jazirah,SD15,Janub Aj Jazirah,SD15031,Alkemeer Fazari village,Rural,Village,55,Khartoum,SD01,Um Durman,SD01006
6/4/2023,Aj Jazirah,SD15,Janub Aj Jazirah,SD15031,Alkemeer Fazari village,Rural,Village,40,Khartoum,SD01,Jebel Awlia,SD01001
6/4/2023,Aj Jazirah,SD15,Janub Aj Jazirah,SD15031,Hamad Alneel village,Rural,Village,80,Khartoum,SD01,Jebel Awlia,SD01001
6/4/2023,Aj Jazirah,SD15,Janub Aj Jazirah,SD15031,Wad Alhadad village,Rural,Village,325,Khartoum,SD01,Jebel Awlia,SD01001
6/4/2023,Aj Jazirah,SD15,Janub Aj Jazirah,SD15031,Wad Alhadad village,Rural,Village,235,Khartoum,SD01,Um Durman,SD01006
6/4/2023,Aj Jazirah,SD15,Janub Aj Jazirah,SD15031,Wad Alhadad village,Rural,Village,130,Khartoum,SD01,Khartoum,SD01007
6/4/2023,Aj Jazirah,SD15,Janub Aj Jazirah,SD15031,Alhaj Abdalla town,Urban,Neighbourhood,260,Khartoum,SD01,Um Durman,SD01006
6/4/2023,Aj Jazirah,SD15,Janub Aj Jazirah,SD15031,Alhaj Abdalla town,Urban,Neighbourhood,190,Khartoum,SD01,Jebel Awlia,SD01001
6/4/2023,Aj Jazirah,SD15,Janub Aj Jazirah,SD15031,Alhaj Abdalla town,Urban,Neighbourhood,225,Khartoum,SD01,Khartoum,SD01007
6/4/2023,Aj Jazirah,SD15,Janub Aj Jazirah,SD15031,Taybah Village,Rural,Village,270,Khartoum,SD01,Jebel Awlia,SD01001
6/4/2023,Aj Jazirah,SD15,Janub Aj Jazirah,SD15031,Taybah Village,Rural,Village,240,Khartoum,SD01,Um Bada,SD01002
6/4/2023,Aj Jazirah,SD15,Janub Aj Jazirah,SD15031,Taybah Village,Rural,Village,110,Khartoum,SD01,Khartoum,SD01007
6/4/2023,Aj Jazirah,SD15,Janub Aj Jazirah,SD15031,Wad Raiya Village,Rural,Village,300,Khartoum,SD01,Jebel Awlia,SD01001
6/4/2023,Aj Jazirah,SD15,Janub Aj Jazirah,SD15031,Wad Raiya Village,Rural,Village,150,Khartoum,SD01,Um Durman,SD01006
6/4/2023,Aj Jazirah,SD15,Janub Aj Jazirah,SD15031,Wad Raiya Village,Rural,Village,70,Khartoum,SD01,Um Bada,SD01002
6/4/2023,Aj Jazirah,SD15,Janub Aj Jazirah,SD15031,Almadina Arab village,Rural,Village,250,Khartoum,SD01,Um Durman,SD01006
6/4/2023,Aj Jazirah,SD15,Janub Aj Jazirah,SD15031,Almadina Arab village,Rural,Village,180,Khartoum,SD01,Jebel Awlia,SD01001
6/4/2023,Aj Jazirah,SD15,Janub Aj Jazirah,SD15031,Almadina Arab village,Rural,Village,100,Khartoum,SD01,Sharg An Neel,SD01004
6/4/2023,Aj Jazirah,SD15,Janub Aj Jazirah,SD15031,Barakat Altakamoul,Urban,Neighbourhood,110,Khartoum,SD01,Um Durman,SD01006
6/4/2023,Aj Jazirah,SD15,Janub Aj Jazirah,SD15031,Barakat Altakamoul,Urban,Neighbourhood,100,Khartoum,SD01,Khartoum,SD01007
6/4/2023,Aj Jazirah,SD15,Janub Aj Jazirah,SD15031,Dar Elnaeem Village,Rural,Village,95,Khartoum,SD01,Jebel Awlia,SD01001
6/4/2023,Aj Jazirah,SD15,Janub Aj Jazirah,SD15031,Wad Alhindi Village,Rural,Village,65,Khartoum,SD01,Um Durman,SD01006
6/4/2023,Aj Jazirah,SD15,Janub Aj Jazirah,SD15031,Wad Maab Village,Rural,Village,40,Khartoum,SD01,Um Durman,SD01006
6/4/2023,Aj Jazirah,SD15,Janub Aj Jazirah,SD15031,Alteikla Village,Rural,Village,45,Khartoum,SD01,Um Durman,SD01006
6/4/2023,Aj Jazirah,SD15,Janub Aj Jazirah,SD15031,Ganib Alasad village,Rural,Village,70,Khartoum,SD01,Um Durman,SD01006
6/4/2023,Aj Jazirah,SD15,Janub Aj Jazirah,SD15031,Ganib Moohamed Nour Village,Rural,Village,85,Khartoum,SD01,Jebel Awlia,SD01001
6/4/2023,Aj Jazirah,SD15,Janub Aj Jazirah,SD15031,Beilala Village,Rural,Village,30,Khartoum,SD01,Jebel Awlia,SD01001
6/4/2023,Aj Jazirah,SD15,Janub Aj Jazirah,SD15031,Hillat Wad Hamid,Rural,Village,25,Khartoum,SD01,Jebel Awlia,SD01001
6/4/2023,Aj Jazirah,SD15,Janub Aj Jazirah,SD15031,Hillat Wad Abass,Rural,Village,35,Khartoum,SD01,Um Durman,SD01006
6/4/2023,Aj Jazirah,SD15,Janub Aj Jazirah,SD15031,Alremitab Village,Rural,Village,45,Khartoum,SD01,Um Durman,SD01006
6/4/2023,Aj Jazirah,SD15,Janub Aj Jazirah,SD15031,Abduelaziz Village,Rural,Village,65,Khartoum,SD01,Jebel Awlia,SD01001
6/4/2023,Aj Jazirah,SD15,Janub Aj Jazirah,SD15031,Alshukaba Alwehda village,Rural,Village,60,Khartoum,SD01,Um Durman,SD01006
6/4/2023,Aj Jazirah,SD15,Janub Aj Jazirah,SD15031,Alshukaba Aljack Village,Rural,Village,55,Khartoum,SD01,Jebel Awlia,SD01001
6/4/2023,Aj Jazirah,SD15,Janub Aj Jazirah,SD15031,Alagada Village,Rural,Village,60,Khartoum,SD01,Jebel Awlia,SD01001
6/4/2023,Aj Jazirah,SD15,Janub Aj Jazirah,SD15031,Rabiaa Beit Village,Rural,Village,105,Khartoum,SD01,Um Durman,SD01006
6/4/2023,Aj Jazirah,SD15,Janub Aj Jazirah,SD15031,Alshareif Salih Village,Rural,Village,160,Khartoum,SD01,Jebel Awlia,SD01001
6/4/2023,Aj Jazirah,SD15,Janub Aj Jazirah,SD15031,Alshareif Salih Village,Rural,Village,100,Khartoum,SD01,Um Durman,SD01006
6/4/2023,Aj Jazirah,SD15,Janub Aj Jazirah,SD15031,Hai Almourada Village,Rural,Village,145,Khartoum,SD01,Um Durman,SD01006
6/4/2023,Aj Jazirah,SD15,Janub Aj Jazirah,SD15031,Hai Almourada Village,Rural,Village,125,Khartoum,SD01,Jebel Awlia,SD01001
6/4/2023,Aj Jazirah,SD15,Janub Aj Jazirah,SD15031,Hai Almourada Village,Rural,Village,75,Khartoum,SD01,Sharg An Neel,SD01004
6/4/2023,Aj Jazirah,SD15,Medani Al Kubra,SD15030,Hai Aldaraja Alowla,Urban,Neighbourhood,375,Khartoum,SD01,Um Durman,SD01006
6/4/2023,Aj Jazirah,SD15,Medani Al Kubra,SD15030,Hai Aldaraja Alowla,Urban,Neighbourhood,300,Khartoum,SD01,Jebel Awlia,SD01001
6/4/2023,Aj Jazirah,SD15,Medani Al Kubra,SD15030,Hai Aldaraja Alowla,Urban,Neighbourhood,270,Khartoum,SD01,Bahri,SD01003
6/4/2023,Aj Jazirah,SD15,Medani Al Kubra,SD15030,Hai Aldaraja Alowla,Urban,Neighbourhood,95,Khartoum,SD01,Um Bada,SD01002
6/4/2023,Aj Jazirah,SD15,Medani Al Kubra,SD15030,Hantoob,Urban,Neighbourhood,330,Khartoum,SD01,Um Durman,SD01006
6/4/2023,Aj Jazirah,SD15,Medani Al Kubra,SD15030,Hantoob,Urban,Neighbourhood,290,Khartoum,SD01,Jebel Awlia,SD01001
6/4/2023,Aj Jazirah,SD15,Medani Al Kubra,SD15030,Hantoob,Urban,Neighbourhood,225,Khartoum,SD01,Khartoum,SD01007
6/4/2023,Aj Jazirah,SD15,Medani Al Kubra,SD15030,Hantoob,Urban,Neighbourhood,180,Khartoum,SD01,Um Bada,SD01002
6/4/2023,Aj Jazirah,SD15,Medani Al Kubra,SD15030,Hantoob,Urban,Neighbourhood,120,Khartoum,SD01,Bahri,SD01003
6/4/2023,Aj Jazirah,SD15,Medani Al Kubra,SD15030,Hai Alandalous,Urban,Neighbourhood,1250,Khartoum,SD01,Jebel Awlia,SD01001
6/4/2023,Aj Jazirah,SD15,Medani Al Kubra,SD15030,Hai Alandalous,Urban,Neighbourhood,955,Khartoum,SD01,Um Durman,SD01006
6/4/2023,Aj Jazirah,SD15,Medani Al Kubra,SD15030,Hai Alandalous,Urban,Neighbourhood,725,Khartoum,SD01,Um Bada,SD01002
6/4/2023,Aj Jazirah,SD15,Medani Al Kubra,SD15030,Hai Alandalous,Urban,Neighbourhood,495,Khartoum,SD01,Sharg An Neel,SD01004
6/4/2023,Aj Jazirah,SD15,Medani Al Kubra,SD15030,Hai Alandalous,Urban,Neighbourhood,285,Khartoum,SD01,Bahri,SD01003
6/4/2023,Aj Jazirah,SD15,Medani Al Kubra,SD15030,Hai Alandalous,Urban,Neighbourhood,190,Khartoum,SD01,Khartoum,SD01007
6/4/2023,Aj Jazirah,SD15,Medani Al Kubra,SD15030,Hai Banat,Urban,Neighbourhood,175,Khartoum,SD01,Um Durman,SD01006
6/4/2023,Aj Jazirah,SD15,Medani Al Kubra,SD15030,Hai Banat,Urban,Neighbourhood,225,Khartoum,SD01,Khartoum,SD01007
6/4/2023,Aj Jazirah,SD15,Medani Al Kubra,SD15030,Hai Alban,Urban,Neighbourhood,60,Khartoum,SD01,Khartoum,SD01007
6/4/2023,Aj Jazirah,SD15,Medani Al Kubra,SD15030,Hai Alguba,Urban,Neighbourhood,170,Khartoum,SD01,Um Durman,SD01006
6/4/2023,Aj Jazirah,SD15,Medani Al Kubra,SD15030,Hai Alguba,Urban,Neighbourhood,115,Khartoum,SD01,Jebel Awlia,SD01001
6/4/2023,Aj Jazirah,SD15,Medani Al Kubra,SD15030,Alsalamabi,Urban,Neighbourhood,100,Khartoum,SD01,Jebel Awlia,SD01001
6/4/2023,Aj Jazirah,SD15,Medani Al Kubra,SD15030,Fadasi Alhelimab,Urban,Neighbourhood,150,Khartoum,SD01,Um Bada,SD01002
6/4/2023,Aj Jazirah,SD15,Medani Al Kubra,SD15030,Fadasi Alhelimab,Urban,Neighbourhood,150,Khartoum,SD01,Bahri,SD01003
6/4/2023,Aj Jazirah,SD15,Medani Al Kubra,SD15030,Fadasi Sherkila,Urban,Neighbourhood,75,Khartoum,SD01,Um Durman,SD01006
6/4/2023,Aj Jazirah,SD15,Medani Al Kubra,SD15030,Fadasi Sherkila,Urban,Neighbourhood,75,Khartoum,SD01,Sharg An Neel,SD01004
6/4/2023,Aj Jazirah,SD15,Medani Al Kubra,SD15030,Fadasi Darelsalam,Urban,Neighbourhood,50,Khartoum,SD01,Um Durman,SD01006
6/4/2023,Aj Jazirah,SD15,Medani Al Kubra,SD15030,Fadasi Darelsalam,Urban,Neighbourhood,50,Khartoum,SD01,Sharg An Neel,SD01004
6/4/2023,Aj Jazirah,SD15,Medani Al Kubra,SD15030,Umsunut,Urban,Neighbourhood,125,Khartoum,SD01,Um Durman,SD01006
6/4/2023,Aj Jazirah,SD15,Medani Al Kubra,SD15030,Umsunut,Urban,Neighbourhood,100,Khartoum,SD01,Um Bada,SD01002
6/4/2023,Aj Jazirah,SD15,Medani Al Kubra,SD15030,Marinjan,Urban,Neighbourhood,100,Khartoum,SD01,Um Durman,SD01006
6/4/2023,Aj Jazirah,SD15,Medani Al Kubra,SD15030,Marinjan,Urban,Neighbourhood,100,Khartoum,SD01,Um Bada,SD01002
6/4/2023,Aj Jazirah,SD15,Medani Al Kubra,SD15030,Alkeriba,Urban,Neighbourhood,50,Khartoum,SD01,Um Bada,SD01002
6/4/2023,Aj Jazirah,SD15,Medani Al Kubra,SD15030,Alkeriba,Urban,Neighbourhood,50,Khartoum,SD01,Jebel Awlia,SD01001
6/4/2023,Aj Jazirah,SD15,Medani Al Kubra,SD15030,Arkaweit,Urban,Neighbourhood,190,Khartoum,SD01,Khartoum,SD01007
6/4/2023,Aj Jazirah,SD15,Medani Al Kubra,SD15030,Arkaweit,Urban,Neighbourhood,30,Khartoum,SD01,Bahri,SD01003
6/4/2023,Aj Jazirah,SD15,Medani Al Kubra,SD15030,Alhilla Aljadida,Urban,Neighbourhood,100,Khartoum,SD01,Jebel Awlia,SD01001
6/4/2023,Aj Jazirah,SD15,Medani Al Kubra,SD15030,Alhilla Aljadida,Urban,Neighbourhood,75,Khartoum,SD01,Um Durman,SD01006
6/4/2023,Aj Jazirah,SD15,Medani Al Kubra,SD15030,Hilat Mahajoup,Urban,Neighbourhood,50,Khartoum,SD01,Jebel Awlia,SD01001
6/4/2023,Aj Jazirah,SD15,Medani Al Kubra,SD15030,Hilat Mahajoup,Urban,Neighbourhood,50,Khartoum,SD01,Um Bada,SD01002
6/4/2023,Aj Jazirah,SD15,Medani Al Kubra,SD15030,Wad Almajzoub,Urban,Neighbourhood,25,Khartoum,SD01,Jebel Awlia,SD01001
6/4/2023,Aj Jazirah,SD15,Medani Al Kubra,SD15030,Wad Almajzoub,Urban,Neighbourhood,25,Khartoum,SD01,Khartoum,SD01007
6/4/2023,Aj Jazirah,SD15,Medani Al Kubra,SD15030,Hai Alzamalik,Urban,Neighbourhood,350,Khartoum,SD01,Um Durman,SD01006
6/4/2023,Aj Jazirah,SD15,Medani Al Kubra,SD15030,Hai Alzamalik,Urban,Neighbourhood,450,Khartoum,SD01,Khartoum,SD01007
6/4/2023,Aj Jazirah,SD15,Medani Al Kubra,SD15030,Hai Alzamalik,Urban,Neighbourhood,225,Khartoum,SD01,Bahri,SD01003
6/4/2023,Aj Jazirah,SD15,Medani Al Kubra,SD15030,Hai Alzamalik,Urban,Neighbourhood,100,Khartoum,SD01,Jebel Awlia,SD01001
6/4/2023,Aj Jazirah,SD15,Medani Al Kubra,SD15030,Hai Almakki,Urban,Neighbourhood,140,Khartoum,SD01,Um Durman,SD01006
6/4/2023,Aj Jazirah,SD15,Medani Al Kubra,SD15030,Hai Almakki,Urban,Neighbourhood,110,Khartoum,SD01,Jebel Awlia,SD01001
6/4/2023,Aj Jazirah,SD15,Medani Al Kubra,SD15030,Jazeira Alfeil,Urban,Neighbourhood,100,Khartoum,SD01,Um Durman,SD01006
6/4/2023,Aj Jazirah,SD15,Medani Al Kubra,SD15030,Jazeira Alfeil,Urban,Neighbourhood,100,Khartoum,SD01,Jebel Awlia,SD01001
6/4/2023,Aj Jazirah,SD15,Medani Al Kubra,SD15030,Alseneet,Urban,Neighbourhood,115,Khartoum,SD01,Um Durman,SD01006
6/4/2023,Aj Jazirah,SD15,Medani Al Kubra,SD15030,Alseneet,Urban,Neighbourhood,135,Khartoum,SD01,Jebel Awlia,SD01001
6/4/2023,Aj Jazirah,SD15,Medani Al Kubra,SD15030,Mayo Janoub/Habiballah,Urban,Neighbourhood,50,Khartoum,SD01,Um Durman,SD01006
6/4/2023,Aj Jazirah,SD15,Medani Al Kubra,SD15030,Mayo Janoub/Habiballah,Urban,Neighbourhood,50,Khartoum,SD01,Bahri,SD01003
6/4/2023,Aj Jazirah,SD15,Medani Al Kubra,SD15030,Mayo Taraf,Urban,Neighbourhood,175,Khartoum,SD01,Khartoum,SD01007
6/4/2023,Aj Jazirah,SD15,Medani Al Kubra,SD15030,Mayo Taraf,Urban,Neighbourhood,100,Khartoum,SD01,Bahri,SD01003
6/4/2023,Aj Jazirah,SD15,Medani Al Kubra,SD15030,Mayo Taraf,Urban,Neighbourhood,100,Khartoum,SD01,Jebel Awlia,SD01001
6/4/2023,Aj Jazirah,SD15,Medani Al Kubra,SD15030,Mayo Wasat,Urban,Neighbourhood,100,Khartoum,SD01,Um Durman,SD01006
6/4/2023,Aj Jazirah,SD15,Medani Al Kubra,SD15030,Mayo Wasat,Urban,Neighbourhood,125,Khartoum,SD01,Khartoum,SD01007
6/4/2023,Aj Jazirah,SD15,Medani Al Kubra,SD15030,Mayo 40,Urban,Neighbourhood,75,Khartoum,SD01,Um Durman,SD01006
6/4/2023,Aj Jazirah,SD15,Medani Al Kubra,SD15030,Mayo 40,Urban,Neighbourhood,75,Khartoum,SD01,Jebel Awlia,SD01001
6/4/2023,Aj Jazirah,SD15,Medani Al Kubra,SD15030,Hai Almuneera,Urban,Neighbourhood,320,Khartoum,SD01,Khartoum,SD01007
6/4/2023,Aj Jazirah,SD15,Medani Al Kubra,SD15030,Hai Almuneera,Urban,Neighbourhood,280,Khartoum,SD01,Bahri,SD01003
6/4/2023,Aj Jazirah,SD15,Medani Al Kubra,SD15030,Hai Almuneera,Urban,Neighbourhood,235,Khartoum,SD01,Um Durman,SD01006
6/4/2023,Aj Jazirah,SD15,Medani Al Kubra,SD15030,Hai Almuneera,Urban,Neighbourhood,165,Khartoum,SD01,Jebel Awlia,SD01001
6/4/2023,Aj Jazirah,SD15,Medani Al Kubra,SD15030,Hai Wad Azrag,Urban,Neighbourhood,205,Khartoum,SD01,Khartoum,SD01007
6/4/2023,Aj Jazirah,SD15,Medani Al Kubra,SD15030,Hai Wad Azrag,Urban,Neighbourhood,65,Khartoum,SD01,Bahri,SD01003
6/4/2023,Aj Jazirah,SD15,Medani Al Kubra,SD15030,Hai Wad Azrag,Urban,Neighbourhood,55,Khartoum,SD01,Um Durman,SD01006
6/4/2023,Aj Jazirah,SD15,Medani Al Kubra,SD15030,Hai Alusheer,Urban,Neighbourhood,125,Khartoum,SD01,Um Durman,SD01006
6/4/2023,Aj Jazirah,SD15,Medani Al Kubra,SD15030,Hai Alusheer,Urban,Neighbourhood,100,Khartoum,SD01,Jebel Awlia,SD01001
6/4/2023,Aj Jazirah,SD15,Medani Al Kubra,SD15030,Hai Shandi Fog,Urban,Neighbourhood,175,Khartoum,SD01,Jebel Awlia,SD01001
6/4/2023,Aj Jazirah,SD15,Medani Al Kubra,SD15030,Hai Alwaha,Urban,Neighbourhood,325,Khartoum,SD01,Khartoum,SD01007
6/4/2023,Aj Jazirah,SD15,Medani Al Kubra,SD15030,Hai Alwaha,Urban,Neighbourhood,125,Khartoum,SD01,Bahri,SD01003
