INCIDENT,DATA COLLECTION,STATUS,STATE OF DISPLACEMENT,STATE CODE,LOCALITY CODE,LOCALITY OF DISPLACEMENT,LOCATION OF DISPALCEMENT,LOCATION TYPE,LOCATION CLASSIFICATION,IDPs,HHs,STATE ORIGIN,STATE CODE ORIGIN,LOCALITY CODE ORIGIN,LOCALITY ORIGIN,LOCATION OF ORIGIN,NATIONALITY SUDANESE,NATIONALITY NON SUDANESE,TOTAL (=IDPs),SHELTER CATEGORY: Camp,SHELTER CATEGORY: WITH HOST COMMUNITY,SHELTER CATEGORY: IN RENTED ACCOMODATION,SHELTER CATEGORY: IN IMPROVISED SHELTERS,SHELTER CATEGORY: IN SCHOOLS OR OTHER PUBLIC BUILDINGS,SHELTER CATEGORY: OPEN AREA GATHERING SITES,SHELTER CATEGORY: UNKNOWN,TOTAL,PRIORITY NEED,RETURN INTENTIONS
,#date+survey,,#adm1+name,#adm1+pcode,#adm2+pcode,#adm2+name,,,,#affected+idps+ind,#affected+idps+hh,#adm1+origin+name,#adm1+origin+pcode,#adm2+origin+pcode,#adm2+origin+name,,,,,,,,,,,,,,
4/15/23,7/12/23,Updated with new information,North Kordofan,SD13,SD13029,Gharb Bara,Albashiri,Rural,Village,70,13,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,70,0,70,0,13,0,0,0,0,0,13,Food,Return to location of origin
4/15/23,7/12/23,Updated with new information,North Kordofan,SD13,SD13029,Gharb Bara,Shaboga,Rural,Village,77,14,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,77,0,77,0,14,0,0,0,0,0,14,Food,Return to location of origin
4/15/23,7/12/23,Updated with new information,North Kordofan,SD13,SD13029,Gharb Bara,Al Gadir,Rural,Village,154,32,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,154,0,154,0,32,0,0,0,0,0,32,Food,Return to location of origin
4/15/23,7/12/23,Updated with new information,North Kordofan,SD13,SD13029,Gharb Bara,Al Songd,Rural,Village,47,9,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,47,0,47,0,9,0,0,0,0,0,9,Food,Return to location of origin
4/15/23,7/12/23,Updated with new information,North Kordofan,SD13,SD13029,Gharb Bara,Um Sadon,Rural,Village,304,50,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,304,0,304,0,50,0,0,0,0,0,50,Food,Return to location of origin
4/15/23,7/12/23,Updated with new information,North Kordofan,SD13,SD13029,Gharb Bara,Haj Alin,Rural,Village,405,66,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,405,0,405,0,66,0,0,0,0,0,66,Food,Return to location of origin
4/15/23,7/12/23,Updated with new information,North Kordofan,SD13,SD13029,Gharb Bara,Alsharif Aljad,Rural,Village,99,16,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,99,0,99,0,16,0,0,0,0,0,16,Food,Return to location of origin
4/15/23,7/12/23,Updated with new information,North Kordofan,SD13,SD13029,Gharb Bara,Al Mazrob,Urban,Neighbourhood,560,100,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,560,0,560,0,100,0,0,0,0,0,100,Food,Return to location of origin
4/15/23,7/12/23,Updated with new information,North Kordofan,SD13,SD13029,Gharb Bara,Alshoal,Rural,Village,54,10,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,54,0,54,0,10,0,0,0,0,0,10,Food,Remain in same place
4/15/23,7/12/23,Updated with new information,North Kordofan,SD13,SD13029,Gharb Bara,Hai Aladia,Urban,Neighbourhood,44,8,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,44,0,44,0,8,0,0,0,0,0,8,Food,Remain in same place
4/15/23,7/12/23,Updated with new information,North Kordofan,SD13,SD13029,Gharb Bara,Al Jamea Alqatary,Urban,Neighbourhood,65,11,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,65,0,65,0,11,0,0,0,0,0,11,Food,Remain in same place
4/15/23,7/12/23,Updated with new information,North Kordofan,SD13,SD13024,Sheikan,Hi Salhin,Urban,Neighbourhood,475,95,Khartoum,SD01,SD01003,Bahri,Bahri neighbourhoods,475,0,475,0,91,4,0,0,0,0,95,Food,Return to location of origin
4/15/23,7/12/23,Updated with new information,North Kordofan,SD13,SD13024,Sheikan,Hi Albetrol,Urban,Neighbourhood,160,29,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,160,0,160,0,29,0,0,0,0,0,29,Food,Return to location of origin
4/15/23,7/12/23,Updated with new information,North Kordofan,SD13,SD13024,Sheikan,Hi Al Galaa,Urban,Neighbourhood,328,57,Khartoum,SD01,SD01003,Bahri,Bahri neighbourhoods,328,0,328,0,57,0,0,0,0,0,57,Food,Remain in same place
4/15/23,7/12/23,Updated with new information,North Kordofan,SD13,SD13024,Sheikan,Hi Abo Hraz,Urban,Neighbourhood,200,37,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,200,0,200,0,37,0,0,0,0,0,37,Food,Return to location of origin
4/15/23,7/12/23,Updated with new information,North Kordofan,SD13,SD13024,Sheikan,Kazgil,Rural,Village,488,88,Khartoum,SD01,SD01003,Bahri,Bahri neighbourhoods,488,0,488,0,88,0,0,0,0,0,88,Food,Return to location of origin
4/15/23,7/12/23,Updated with new information,North Kordofan,SD13,SD13024,Sheikan,Hi Algoba,Urban,Neighbourhood,140,27,Khartoum,SD01,SD01003,Bahri,Bahri neighbourhoods,140,0,140,0,27,0,0,0,0,0,27,Food,Return to location of origin
4/15/23,7/12/23,Updated with new information,North Kordofan,SD13,SD13024,Sheikan,Hi Alradif,Urban,Neighbourhood,290,51,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,290,0,290,0,51,0,0,0,0,0,51,Food,Return to location of origin
4/15/23,7/12/23,Updated with new information,North Kordofan,SD13,SD13024,Sheikan,Hi Krima,Urban,Neighbourhood,635,109,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,635,0,635,0,109,0,0,0,0,0,109,Food,Remain in same place
4/15/23,7/12/23,Updated with new information,North Kordofan,SD13,SD13024,Sheikan,Khor Tagat,Rural,Village,327,63,Khartoum,SD01,SD01001,Jebel Awlia,Jebel Awlia neighbourhoods,327,0,327,0,56,7,0,0,0,0,63,Food,Return to location of origin
4/15/23,7/12/23,Updated with new information,North Kordofan,SD13,SD13024,Sheikan,Hi Alnazir,Urban,Neighbourhood,479,84,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,479,0,479,0,57,0,0,27,0,0,84,Food,Return to location of origin
4/15/23,7/12/23,Updated with new information,North Kordofan,SD13,SD13024,Sheikan,Hi Flastin,Urban,Neighbourhood,199,35,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,199,0,199,0,33,2,0,0,0,0,35,Food,Return to location of origin
4/15/23,7/12/23,Updated with new information,North Kordofan,SD13,SD13024,Sheikan,Hi Alglaa,Urban,Neighbourhood,86,15,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,86,0,86,0,15,0,0,0,0,0,15,Food,Return to location of origin
4/15/23,7/12/23,Updated with new information,North Kordofan,SD13,SD13024,Sheikan,Hi Alestiglal,Urban,Neighbourhood,97,17,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,97,0,97,0,17,0,0,0,0,0,17,Food,Return to location of origin
4/15/23,7/12/23,Updated with new information,North Kordofan,SD13,SD13024,Sheikan,Al Gmhoria,Urban,Neighbourhood,148,26,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,148,0,148,0,26,0,0,0,0,0,26,Food,Remain in same place
4/15/23,7/12/23,Updated with new information,North Kordofan,SD13,SD13024,Sheikan,Shikan Block 7,Urban,Neighbourhood,478,84,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,478,0,478,0,47,0,0,37,0,0,84,Food,Return to location of origin
4/15/23,7/12/23,Updated with new information,North Kordofan,SD13,SD13024,Sheikan,Hai Alsafa,Urban,Neighbourhood,142,24,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,142,0,142,0,20,0,0,4,0,0,24,Food,Return to location of origin
4/15/23,7/12/23,Updated with new information,North Kordofan,SD13,SD13024,Sheikan,Riad Alsalhin,Urban,Neighbourhood,74,13,Khartoum,SD01,SD01003,Bahri,Bahri neighbourhoods,74,0,74,0,13,0,0,0,0,0,13,Food,Return to location of origin
4/15/23,7/12/23,Updated with new information,North Kordofan,SD13,SD13024,Sheikan,Alban Jadid,Rural,Village,40,7,Khartoum,SD01,SD01001,Jebel Awlia,Jebel Awlia neighbourhoods,40,0,40,0,7,0,0,0,0,0,7,Food,Return to location of origin
4/15/23,7/12/23,Updated with new information,North Kordofan,SD13,SD13024,Sheikan,Hai Alamir,Urban,Neighbourhood,108,19,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,108,0,108,0,19,0,0,0,0,0,19,Food,Remain in same place
4/15/23,7/12/23,Updated with new information,North Kordofan,SD13,SD13024,Sheikan,Um Jaraba,Urban,Neighbourhood,74,13,Khartoum,SD01,SD01001,Jebel Awlia,Jebel Awlia neighbourhoods,74,0,74,0,13,0,0,0,0,0,13,Food,Return to location of origin
4/15/23,7/12/23,Updated with new information,North Kordofan,SD13,SD13025,Soudari,Sodari Town\Hai Algroud & Alkoahla,Urban,Neighbourhood,77,25,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,77,0,77,0,25,0,0,0,0,0,25,Food,Return to location of origin
4/15/23,7/12/23,Updated with new information,North Kordofan,SD13,SD13025,Soudari,Rifi Sodari,Rural,Village,569,100,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,569,0,569,0,100,0,0,0,0,0,100,Food,Return to location of origin
4/15/23,7/12/23,Updated with new information,North Kordofan,SD13,SD13025,Soudari,Hofra,Rural,Village,190,35,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,190,0,190,0,35,0,0,0,0,0,35,Food,Return to location of origin
4/15/23,7/12/23,Updated with new information,North Kordofan,SD13,SD13025,Soudari,Um Khroa,Rural,Village,250,50,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,250,0,250,0,50,0,0,0,0,0,50,Food,Return to location of origin
4/15/23,7/12/23,Updated with new information,North Kordofan,SD13,SD13025,Soudari,Hai Shemal Alsog,Urban,Neighbourhood,108,20,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,108,0,108,0,20,0,0,0,0,0,20,Food,Move to another location
4/15/23,7/12/23,Updated with new information,North Kordofan,SD13,SD13025,Soudari,Almalkia,Urban,Neighbourhood,117,11,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,117,0,117,0,11,0,0,0,0,0,11,Food,Return to location of origin
4/15/23,7/12/23,Updated with new information,North Kordofan,SD13,SD13025,Soudari,Janop Alsog,Urban,Neighbourhood,61,10,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,61,0,61,0,10,0,0,0,0,0,10,Food,Return to location of origin
4/15/23,7/12/23,Updated with new information,North Kordofan,SD13,SD13025,Soudari,Hai Alragaba,Urban,Neighbourhood,39,7,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,39,0,39,0,7,0,0,0,0,0,7,Food,Return to location of origin
4/15/23,7/12/23,Updated with new information,North Kordofan,SD13,SD13025,Soudari,Hai Aldokhan,Urban,Neighbourhood,0,0,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,0,0,0,0,0,0,0,0,0,0,0,NA,NA
4/15/23,7/12/23,Updated with new information,North Kordofan,SD13,SD13025,Soudari,M Ali Village,Rural,Village,64,12,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,64,0,64,0,12,0,0,0,0,0,12,Food,Move to another location
4/15/23,7/12/23,Updated with new information,North Kordofan,SD13,SD13025,Soudari,Um Rjali,Rural,Village,69,12,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,69,0,69,0,12,0,0,0,0,0,12,Food,Return to location of origin
4/15/23,7/12/23,Updated with new information,North Kordofan,SD13,SD13025,Soudari,Aday Altom,Rural,Village,16,3,Khartoum,SD01,SD01003,Bahri,Bahri neighbourhoods,16,0,16,0,3,0,0,0,0,0,3,Food,Return to location of origin
4/15/23,7/12/23,Updated with new information,North Kordofan,SD13,SD13025,Soudari,Al Rokeb,Rural,Village,19,5,Khartoum,SD01,SD01003,Bahri,Bahri neighbourhoods,19,0,19,0,5,0,0,0,0,0,5,Food,Return to location of origin
4/15/23,7/12/23,Updated with new information,North Kordofan,SD13,SD13025,Soudari,Tona,Rural,Village,155,29,Khartoum,SD01,SD01003,Bahri,Bahri neighbourhoods,155,0,155,0,29,0,0,0,0,0,29,Food,Move to another location
4/15/23,7/12/23,Updated with new information,North Kordofan,SD13,SD13025,Soudari,Um Tmam,Rural,Village,60,10,Khartoum,SD01,SD01003,Bahri,Bahri neighbourhoods,60,0,60,0,10,0,0,0,0,0,10,Food,Return to location of origin
4/15/23,7/12/23,Updated with new information,North Kordofan,SD13,SD13025,Soudari,Souliman Zaied,Rural,Village,55,8,Khartoum,SD01,SD01003,Bahri,Bahri neighbourhoods,55,0,55,0,8,0,0,0,0,0,8,Food,Return to location of origin
4/15/23,7/12/23,Updated with new information,North Kordofan,SD13,SD13025,Soudari,Ganto,Urban,Neighbourhood,56,11,Khartoum,SD01,SD01003,Bahri,Bahri neighbourhoods,56,0,56,0,11,0,0,0,0,0,11,Food,Return to location of origin
4/15/23,7/12/23,Updated with new information,North Kordofan,SD13,SD13025,Soudari,Al Gadsia,Urban,Neighbourhood,78,15,Khartoum,SD01,SD01003,Bahri,Bahri neighbourhoods,78,0,78,0,15,0,0,0,0,0,15,Food,Return to location of origin
4/15/23,7/12/23,Updated with new information,North Kordofan,SD13,SD13028,Um Dam Haj Ahmed,Hai Alahmer,Urban,Neighbourhood,355,62,Khartoum,SD01,SD01003,Bahri,Bahri neighbourhoods,355,0,355,0,62,0,0,0,0,0,62,Food,Return to location of origin
4/15/23,7/12/23,Updated with new information,North Kordofan,SD13,SD13028,Um Dam Haj Ahmed,Hai Abu Sand,Urban,Neighbourhood,240,45,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,240,0,240,0,45,0,0,0,0,0,45,Food,Return to location of origin
4/15/23,7/12/23,Updated with new information,North Kordofan,SD13,SD13028,Um Dam Haj Ahmed,Hai Alfogara,Urban,Neighbourhood,231,42,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,231,0,231,0,42,0,0,0,0,0,42,Food,Return to location of origin
4/15/23,7/12/23,Updated with new information,North Kordofan,SD13,SD13028,Um Dam Haj Ahmed,Hai Um Alagoz,Urban,Neighbourhood,84,19,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,84,0,84,0,19,0,0,0,0,0,19,Food,Return to location of origin
4/15/23,7/12/23,Updated with new information,North Kordofan,SD13,SD13028,Um Dam Haj Ahmed,Hai Al Kadob,Urban,Neighbourhood,120,23,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,120,0,120,0,23,0,0,0,0,0,23,Food,Return to location of origin
4/15/23,7/12/23,Updated with new information,North Kordofan,SD13,SD13028,Um Dam Haj Ahmed,Hai Almoaskar,Urban,Neighbourhood,97,20,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,97,0,97,0,20,0,0,0,0,0,20,Food,Move to another location
4/15/23,7/12/23,Updated with new information,North Kordofan,SD13,SD13028,Um Dam Haj Ahmed,Hai Alhigra,Urban,Neighbourhood,155,26,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,155,0,155,0,26,0,0,0,0,0,26,Food,Return to location of origin
4/15/23,7/12/23,Updated with new information,North Kordofan,SD13,SD13028,Um Dam Haj Ahmed,Hai Alsrihat,Urban,Neighbourhood,74,15,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,74,0,74,0,15,0,0,0,0,0,15,Food,Return to location of origin
4/15/23,7/12/23,Updated with new information,North Kordofan,SD13,SD13028,Um Dam Haj Ahmed,Hai Alomda,Urban,Neighbourhood,200,39,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,200,0,200,0,39,0,0,0,0,0,39,Food,Return to location of origin
4/15/23,7/12/23,Updated with new information,North Kordofan,SD13,SD13028,Um Dam Haj Ahmed,Al Mozdlifa,Rural,Village,655,125,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,655,0,655,0,125,0,0,0,0,0,125,Food,Return to location of origin
4/15/23,7/12/23,Updated with new information,North Kordofan,SD13,SD13028,Um Dam Haj Ahmed,Albahria,Rural,Village,366,65,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,366,0,366,0,65,0,0,0,0,0,65,Food,Return to location of origin
4/15/23,7/12/23,Updated with new information,North Kordofan,SD13,SD13028,Um Dam Haj Ahmed,Um Smima,Rural,Village,1180,230,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,1180,0,1180,0,230,0,0,0,0,0,230,Food,Return to location of origin
4/15/23,7/12/23,Updated with new information,North Kordofan,SD13,SD13028,Um Dam Haj Ahmed,Al Zariba,Rural,Village,108,20,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,108,0,108,0,20,0,0,0,0,0,20,Food,Return to location of origin
4/15/23,7/12/23,Updated with new information,North Kordofan,SD13,SD13028,Um Dam Haj Ahmed,Majror,Rural,Village,88,17,Khartoum,SD01,SD01001,Jebel Awlia,Jebel Awlia neighbourhoods,88,0,88,0,17,0,0,0,0,0,17,Food,Return to location of origin
4/15/23,7/12/23,Updated with new information,North Kordofan,SD13,SD13028,Um Dam Haj Ahmed,Al Koymat,Rural,Village,106,28,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,106,0,106,0,28,0,0,0,0,0,28,Food,Return to location of origin
4/15/23,7/12/23,Updated with new information,North Kordofan,SD13,SD13028,Um Dam Haj Ahmed,Foga,Rural,Village,84,17,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,84,0,84,0,17,0,0,0,0,0,17,Food,Return to location of origin
4/15/23,7/12/23,Updated with new information,North Kordofan,SD13,SD13028,Um Dam Haj Ahmed,Um Bosha,Rural,Village,77,15,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,77,0,77,0,15,0,0,0,0,0,15,Food,Return to location of origin
4/15/23,7/12/23,Updated with new information,North Kordofan,SD13,SD13028,Um Dam Haj Ahmed,Khadrat,Rural,Village,117,22,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,117,0,117,0,22,0,0,0,0,0,22,Food,Return to location of origin
4/15/23,7/12/23,Updated with new information,North Kordofan,SD13,SD13023,Um Rawaba,Hai Taiba,Urban,Neighbourhood,211,44,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,211,0,211,0,44,0,0,0,0,0,44,Food,Return to location of origin
4/15/23,7/12/23,Updated with new information,North Kordofan,SD13,SD13023,Um Rawaba,Hai Aldrja,Urban,Neighbourhood,207,42,Khartoum,SD01,SD01002,Um Bada,Um Bada neighbourhoods,205,2,207,0,41,1,0,0,0,0,42,Food,Return to location of origin
4/15/23,7/12/23,Updated with new information,North Kordofan,SD13,SD13023,Um Rawaba,Hai Alsafa,Urban,Neighbourhood,174,32,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,174,0,174,0,32,0,0,0,0,0,32,Food,Return to location of origin
4/15/23,7/12/23,Updated with new information,North Kordofan,SD13,SD13023,Um Rawaba,Hai Albagir,Urban,Neighbourhood,861,179,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,861,0,861,0,179,0,0,0,0,0,179,Food,Return to location of origin
4/15/23,7/12/23,Updated with new information,North Kordofan,SD13,SD13023,Um Rawaba,Hai Atroon,Urban,Neighbourhood,120,23,Khartoum,SD01,SD01003,Bahri,Bahri neighbourhoods,120,0,120,0,23,0,0,0,0,0,23,Food,Return to location of origin
4/15/23,7/12/23,Updated with new information,North Kordofan,SD13,SD13023,Um Rawaba,Hai Adib,Urban,Neighbourhood,604,102,Khartoum,SD01,SD01004,Sharg An Neel,Sharg An Neel neighbourhoods,604,0,604,0,102,0,0,0,0,0,102,Food,Return to location of origin
4/15/23,7/12/23,Updated with new information,North Kordofan,SD13,SD13023,Um Rawaba,Hai Aboubaker,Urban,Neighbourhood,765,159,Khartoum,SD01,SD01003,Bahri,Bahri neighbourhoods,765,0,765,0,159,0,0,0,0,0,159,Food,Return to location of origin
4/15/23,7/12/23,Updated with new information,North Kordofan,SD13,SD13023,Um Rawaba,Hai Alfarog,Urban,Neighbourhood,508,96,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,508,0,508,0,96,0,0,0,0,0,96,Food,Return to location of origin
4/15/23,7/12/23,Updated with new information,North Kordofan,SD13,SD13023,Um Rawaba,Hai Algods,Urban,Neighbourhood,823,171,Khartoum,SD01,SD01002,Um Bada,Um Bada neighbourhoods,823,0,823,0,171,0,0,0,0,0,171,Food,Return to location of origin
4/15/23,7/12/23,Updated with new information,North Kordofan,SD13,SD13023,Um Rawaba,Hai Algadsia,Urban,Neighbourhood,1230,246,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,1230,0,1230,0,246,0,0,0,0,0,246,Food,Return to location of origin
4/15/23,7/12/23,Updated with new information,North Kordofan,SD13,SD13023,Um Rawaba,"Block 5 , 7,11",Urban,Neighbourhood,1630,326,Khartoum,SD01,SD01002,Um Bada,Um Bada neighbourhoods,1630,0,1630,0,326,0,0,0,0,0,326,Food,Return to location of origin
4/15/23,7/12/23,Updated with new information,North Kordofan,SD13,SD13023,Um Rawaba,Hai Aldraib,Urban,Neighbourhood,312,59,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,312,0,312,0,59,0,0,0,0,0,59,Food,Return to location of origin
4/15/23,7/12/23,Updated with new information,North Kordofan,SD13,SD13023,Um Rawaba,Alsika Hadid,Urban,Neighbourhood,1327,252,Khartoum,SD01,SD01002,Um Bada,Um Bada neighbourhoods,1327,0,1327,0,252,0,0,0,0,0,252,Food,Return to location of origin
4/15/23,7/12/23,Updated with new information,North Kordofan,SD13,SD13023,Um Rawaba,Ashana,Rural,Village,235,46,Khartoum,SD01,SD01004,Sharg An Neel,Sharg An Neel neighbourhoods,235,0,235,0,46,0,0,0,0,0,46,Food,Move to another location
4/15/23,7/12/23,Updated with new information,North Kordofan,SD13,SD13023,Um Rawaba,Sharkila,Rural,Village,292,46,Khartoum,SD01,SD01004,Sharg An Neel,Sharg An Neel neighbourhoods,292,0,292,0,46,0,0,0,0,0,46,Food,Return to location of origin
4/15/23,7/12/23,Updated with new information,North Kordofan,SD13,SD13023,Um Rawaba,Hai Omer Gabat,Urban,Neighbourhood,1095,204,Khartoum,SD01,SD01002,Um Bada,Um Bada neighbourhoods,1095,0,1095,0,204,0,0,0,0,0,204,Food,Return to location of origin
4/15/23,7/12/23,Updated with new information,North Kordofan,SD13,SD13023,Um Rawaba,Wd Mali,Rural,Village,37,7,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,37,0,37,0,7,0,0,0,0,0,7,Food,Return to location of origin
4/15/23,7/12/23,Updated with new information,North Kordofan,SD13,SD13023,Um Rawaba,Al Gdada,Rural,Village,123,23,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,123,0,123,0,23,0,0,0,0,0,23,Food,Return to location of origin
4/15/23,7/12/23,Updated with new information,North Kordofan,SD13,SD13023,Um Rawaba,Abia,Rural,Village,93,17,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,93,0,93,0,17,0,0,0,0,0,17,Food,Move to another location
4/15/23,7/12/23,Updated with new information,North Kordofan,SD13,SD13023,Um Rawaba,Aldarja,Urban,Neighbourhood,72,16,Khartoum,SD01,SD01001,Jebel Awlia,Jebel Awlia neighbourhoods,72,0,72,0,16,0,0,0,0,0,16,Food,Return to location of origin
4/15/23,7/12/23,Updated with new information,South Kordofan,SD07,SD07090,Abassiya,Al Zobl,Rural,Village,128,26,Khartoum,SD01,SD01002,Um Bada,Um Bada neighbourhoods,128,0,128,0,26,0,0,0,0,0,26,Food,Return to location of origin
4/15/23,7/12/23,Updated with new information,South Kordofan,SD07,SD07090,Abassiya,Kadbor,Rural,Village,17,3,Khartoum,SD01,SD01003,Bahri,Bahri neighbourhoods,17,0,17,0,3,0,0,0,0,0,3,Food,Return to location of origin
4/15/23,7/12/23,Updated with new information,South Kordofan,SD07,SD07090,Abassiya,Jabona,Rural,Village,225,45,Khartoum,SD01,SD01002,Um Bada,Um Bada neighbourhoods,225,0,225,0,45,0,0,0,0,0,45,Food,Return to location of origin
4/15/23,7/12/23,Updated with new information,South Kordofan,SD07,SD07090,Abassiya,Jarmogia,Rural,Village,206,47,Khartoum,SD01,SD01002,Um Bada,Um Bada neighbourhoods,206,0,206,0,47,0,0,0,0,0,47,Food,Return to location of origin
4/15/23,7/12/23,Updated with new information,South Kordofan,SD07,SD07090,Abassiya,Almdaris,Urban,Neighbourhood,231,51,Khartoum,SD01,SD01002,Um Bada,Um Bada neighbourhoods,231,0,231,0,51,0,0,0,0,0,51,Food,Return to location of origin
4/15/23,7/12/23,Updated with new information,South Kordofan,SD07,SD07090,Abassiya,Bant,Rural,Village,122,13,Khartoum,SD01,SD01003,Bahri,Bahri neighbourhoods,122,0,122,0,13,0,0,0,0,0,13,Food,Return to location of origin
4/15/23,7/12/23,Updated with new information,South Kordofan,SD07,SD07090,Abassiya,Hai Alkoaz,Urban,Neighbourhood,206,30,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,206,0,206,0,30,0,0,0,0,0,30,Food,Return to location of origin
4/15/23,7/12/23,Updated with new information,South Kordofan,SD07,SD07090,Abassiya,Altomat,Rural,Village,138,16,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,138,0,138,0,16,0,0,0,0,0,16,Food,Return to location of origin
4/15/23,7/12/23,Updated with new information,South Kordofan,SD07,SD07090,Abassiya,Hai Buri,Urban,Neighbourhood,189,33,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,189,0,189,0,33,0,0,0,0,0,33,Food,Return to location of origin
4/15/23,7/12/23,Updated with new information,South Kordofan,SD07,SD07090,Abassiya,Oho Hosa,Rural,Village,84,10,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,84,0,84,0,10,0,0,0,0,0,10,Food,Return to location of origin
4/15/23,7/12/23,Updated with new information,South Kordofan,SD07,SD07104,Abu Kershola,Alwast Garb,Urban,Neighbourhood,346,66,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,346,0,346,0,66,0,0,0,0,0,66,Food,Return to location of origin
4/15/23,7/12/23,Updated with new information,South Kordofan,SD07,SD07104,Abu Kershola,Alwast Sharg,Urban,Neighbourhood,403,86,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,403,0,403,0,86,0,0,0,0,0,86,Food,Return to location of origin
4/15/23,7/12/23,Updated with new information,South Kordofan,SD07,SD07104,Abu Kershola,Sharia Alrahad,Urban,Neighbourhood,171,39,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,171,0,171,0,39,0,0,0,0,0,39,Food,Return to location of origin
4/15/23,7/12/23,Updated with new information,South Kordofan,SD07,SD07104,Abu Kershola,Alomda,Urban,Neighbourhood,211,38,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,211,0,211,0,38,0,0,0,0,0,38,Food,Return to location of origin
