INCIDENT,DATA COLLECTION,STATUS,STATE OF DISPLACEMENT,STATE CODE,LOCALITY CODE,LOCALITY OF DISPLACEMENT,LOCATION OF DISPALCEMENT,LOCATION TYPE,LOCATION CLASSIFICATION,IDPs,HHs,STATE ORIGIN,STATE CODE ORIGIN,LOCALITY CODE ORIGIN,LOCALITY ORIGIN,LOCATION OF ORIGIN,Origin GPS Longitude,Origin GPS Latitude,NATIONALITY SUDANESE,NATIONALITY NON SUDANESE,TOTAL (=IDPs),SHELTER CATEGORY: Camp,SHELTER CATEGORY: With Host Community,SHELTER CATEGORY: In Rented accomodation (paying rent),SHELTER CATEGORY: In Abandoned buildings/critical shelters/no rent,SHELTER CATEGORY: In schools or other public buildings/no rent,SHELTER CATEGORY: Gathering sites (informal settlements or open area),SHELTER CATEGORY: Unknown,TOP PRIORITY NEED,RETURN INTENTIONS
,#date+survey,,#adm1+name,#adm1+pcode,#adm2+pcode,#adm2+name,,,,#affected+idps+ind,#affected+idps+hh,#adm1+origin+name,#adm1+origin+pcode,#adm2+origin+pcode,#adm2+origin+name,,,,,,,,,,,,,,,
4/15/23,5/30/23,3.updated with same information,Aj Jazirah,SD15,SD15030,Medani Al Kubra,Hai Almakki,Urban,Neighbourhood,140,28,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,,,140,0,140,0,28,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,3.updated with same information,Aj Jazirah,SD15,SD15030,Medani Al Kubra,Hai Almakki,Urban,Neighbourhood,110,22,Khartoum,SD01,SD01001,Jebel Awlia,Jebel Awlia neighbourhoods and villages,,,110,0,110,0,22,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,3.updated with same information,Aj Jazirah,SD15,SD15030,Medani Al Kubra,Jazeira Alfeil,Urban,Neighbourhood,100,20,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,,,100,0,100,0,20,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,3.updated with same information,Aj Jazirah,SD15,SD15030,Medani Al Kubra,Jazeira Alfeil,Urban,Neighbourhood,100,20,Khartoum,SD01,SD01001,Jebel Awlia,Jebel Awlia neighbourhoods and villages,,,100,0,100,0,20,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,3.updated with same information,Aj Jazirah,SD15,SD15030,Medani Al Kubra,Alseneet,Urban,Neighbourhood,115,23,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,,,115,0,115,0,23,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,3.updated with same information,Aj Jazirah,SD15,SD15030,Medani Al Kubra,Alseneet,Urban,Neighbourhood,135,27,Khartoum,SD01,SD01001,Jebel Awlia,Jebel Awlia neighbourhoods and villages,,,135,0,135,0,27,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,3.updated with same information,Aj Jazirah,SD15,SD15030,Medani Al Kubra,Mayo Janoub/Habiballah,Urban,Neighbourhood,50,10,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,,,50,0,50,0,0,10,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,3.updated with same information,Aj Jazirah,SD15,SD15030,Medani Al Kubra,Mayo Janoub/Habiballah,Urban,Neighbourhood,50,10,Khartoum,SD01,SD01003,Bahri,Bahri neighbourhoods,,,50,0,50,0,0,10,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,2. updated with new information,Aj Jazirah,SD15,SD15030,Medani Al Kubra,Mayo Taraf,Urban,Neighbourhood,175,35,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,,,175,0,175,0,0,35,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,3.updated with same information,Aj Jazirah,SD15,SD15030,Medani Al Kubra,Mayo Taraf,Urban,Neighbourhood,100,20,Khartoum,SD01,SD01003,Bahri,Bahri neighbourhoods,,,100,0,100,0,0,20,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,3.updated with same information,Aj Jazirah,SD15,SD15030,Medani Al Kubra,Mayo Taraf,Urban,Neighbourhood,100,20,Khartoum,SD01,SD01001,Jebel Awlia,Jebel Awlia neighbourhoods and villages,,,100,0,100,0,0,20,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,3.updated with same information,Aj Jazirah,SD15,SD15030,Medani Al Kubra,Mayo Wasat,Urban,Neighbourhood,100,20,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,,,100,0,100,0,0,20,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,2. updated with new information,Aj Jazirah,SD15,SD15030,Medani Al Kubra,Mayo Wasat,Urban,Neighbourhood,125,25,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,,,125,0,125,0,0,25,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,3.updated with same information,Aj Jazirah,SD15,SD15030,Medani Al Kubra,Mayo 40,Urban,Neighbourhood,75,15,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,,,75,0,75,0,0,15,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,3.updated with same information,Aj Jazirah,SD15,SD15030,Medani Al Kubra,Mayo 40,Urban,Neighbourhood,75,15,Khartoum,SD01,SD01001,Jebel Awlia,Jebel Awlia neighbourhoods and villages,,,75,0,75,0,0,15,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,3.updated with same information,Aj Jazirah,SD15,SD15030,Medani Al Kubra,Hai Almuneera,Urban,Neighbourhood,320,64,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,,,320,0,320,0,0,64,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,3.updated with same information,Aj Jazirah,SD15,SD15030,Medani Al Kubra,Hai Almuneera,Urban,Neighbourhood,280,56,Khartoum,SD01,SD01003,Bahri,Bahri neighbourhoods,,,280,0,280,0,0,56,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,3.updated with same information,Aj Jazirah,SD15,SD15030,Medani Al Kubra,Hai Almuneera,Urban,Neighbourhood,235,47,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,,,235,0,235,0,0,47,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,3.updated with same information,Aj Jazirah,SD15,SD15030,Medani Al Kubra,Hai Almuneera,Urban,Neighbourhood,165,33,Khartoum,SD01,SD01001,Jebel Awlia,Jebel Awlia neighbourhoods and villages,,,165,0,165,0,0,33,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,2. updated with new information,Aj Jazirah,SD15,SD15030,Medani Al Kubra,Hai Wad Azrag,Urban,Neighbourhood,205,41,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,,,205,0,205,0,0,41,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,3.updated with same information,Aj Jazirah,SD15,SD15030,Medani Al Kubra,Hai Wad Azrag,Urban,Neighbourhood,65,13,Khartoum,SD01,SD01003,Bahri,Bahri neighbourhoods,,,65,0,65,0,0,13,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,3.updated with same information,Aj Jazirah,SD15,SD15030,Medani Al Kubra,Hai Wad Azrag,Urban,Neighbourhood,55,11,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,,,55,0,55,0,0,11,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,3.updated with same information,Aj Jazirah,SD15,SD15030,Medani Al Kubra,Hai Alusheer,Urban,Neighbourhood,125,25,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,,,125,0,125,0,25,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,3.updated with same information,Aj Jazirah,SD15,SD15030,Medani Al Kubra,Hai Alusheer,Urban,Neighbourhood,100,20,Khartoum,SD01,SD01001,Jebel Awlia,Jebel Awlia neighbourhoods and villages,,,100,0,100,0,20,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,3.updated with same information,Aj Jazirah,SD15,SD15030,Medani Al Kubra,Hai Shandi Fog,Urban,Neighbourhood,175,35,Khartoum,SD01,SD01001,Jebel Awlia,Jebel Awlia neighbourhoods and villages,,,175,0,175,0,35,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,2. updated with new information,Aj Jazirah,SD15,SD15030,Medani Al Kubra,Hai Alwaha,Urban,Neighbourhood,325,65,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,,,325,0,325,0,0,65,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,3.updated with same information,Aj Jazirah,SD15,SD15030,Medani Al Kubra,Hai Alwaha,Urban,Neighbourhood,125,25,Khartoum,SD01,SD01003,Bahri,Bahri neighbourhoods,,,125,0,125,0,0,25,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,3.updated with same information,Aj Jazirah,SD15,SD15030,Medani Al Kubra,Hai Alwaha,Urban,Neighbourhood,75,15,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,,,75,0,75,0,0,15,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,3.updated with same information,Aj Jazirah,SD15,SD15030,Medani Al Kubra,Hai Aldebagha,Urban,Neighbourhood,300,60,Khartoum,SD01,SD01001,Jebel Awlia,Jebel Awlia neighbourhoods and villages,,,300,0,300,0,60,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,3.updated with same information,Aj Jazirah,SD15,SD15030,Medani Al Kubra,Hai Aldebagha,Urban,Neighbourhood,100,20,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,,,100,0,100,0,20,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,2. updated with new information,Aj Jazirah,SD15,SD15030,Medani Al Kubra,Hai Aldebagha,Urban,Neighbourhood,185,37,Khartoum,SD01,SD01004,Sharg An Neel,Sharg An Neel nighbourhoods and villages,,,185,0,185,0,37,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,3.updated with same information,Aj Jazirah,SD15,SD15030,Medani Al Kubra,Hai Umbarona,Urban,Neighbourhood,75,15,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,,,75,0,75,0,15,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,3.updated with same information,Aj Jazirah,SD15,SD15030,Medani Al Kubra,Hai Umbarona,Urban,Neighbourhood,75,15,Khartoum,SD01,SD01001,Jebel Awlia,Jebel Awlia neighbourhoods and villages,,,75,0,75,0,15,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,2. updated with new information,Aj Jazirah,SD15,SD15030,Medani Al Kubra,Hai Altekilat,Urban,Neighbourhood,145,29,Khartoum,SD01,SD01001,Jebel Awlia,Jebel Awlia neighbourhoods and villages,,,145,0,145,0,29,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,3.updated with same information,Aj Jazirah,SD15,SD15030,Medani Al Kubra,Hai Altekilat,Urban,Neighbourhood,125,25,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,,,125,0,125,0,25,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,2. updated with new information,Aj Jazirah,SD15,SD15030,Medani Al Kubra,Hai Alengaz,Urban,Neighbourhood,375,75,Khartoum,SD01,SD01001,Jebel Awlia,Jebel Awlia neighbourhoods and villages,,,375,0,375,0,75,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,3.updated with same information,Aj Jazirah,SD15,SD15030,Medani Al Kubra,Hai Alengaz,Urban,Neighbourhood,250,50,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,,,250,0,250,0,50,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,3.updated with same information,Aj Jazirah,SD15,SD15030,Medani Al Kubra,Hai Alengaz,Urban,Neighbourhood,150,30,Khartoum,SD01,SD01002,Um Bada,Um Bada neighbourhoods and villages,,,150,0,150,0,30,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,3.updated with same information,Aj Jazirah,SD15,SD15030,Medani Al Kubra,Hai Alriad,Urban,Neighbourhood,325,65,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,,,325,0,325,0,0,65,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,3.updated with same information,Aj Jazirah,SD15,SD15030,Medani Al Kubra,Hai Alriad,Urban,Neighbourhood,200,40,Khartoum,SD01,SD01003,Bahri,Bahri neighbourhoods,,,200,0,200,0,0,40,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,3.updated with same information,Aj Jazirah,SD15,SD15030,Medani Al Kubra,Mobi Althowra,Urban,Neighbourhood,250,50,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,,,250,0,250,0,50,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,3.updated with same information,Aj Jazirah,SD15,SD15030,Medani Al Kubra,Mobi Althowra,Urban,Neighbourhood,250,50,Khartoum,SD01,SD01003,Bahri,Bahri neighbourhoods,,,250,0,250,0,50,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,3.updated with same information,Aj Jazirah,SD15,SD15030,Medani Al Kubra,Mobi Althowra,Urban,Neighbourhood,250,50,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,,,250,0,250,0,50,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,3.updated with same information,Aj Jazirah,SD15,SD15030,Medani Al Kubra,Hai Algudaa,Urban,Neighbourhood,125,25,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,,,125,0,125,0,0,25,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,3.updated with same information,Aj Jazirah,SD15,SD15030,Medani Al Kubra,Hai Algudaa,Urban,Neighbourhood,75,15,Khartoum,SD01,SD01003,Bahri,Bahri neighbourhoods,,,75,0,75,0,0,15,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,3.updated with same information,Aj Jazirah,SD15,SD15030,Medani Al Kubra,Hai Almadnieen,Urban,Neighbourhood,200,40,Khartoum,SD01,SD01003,Bahri,Bahri neighbourhoods,,,200,0,200,0,0,40,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,3.updated with same information,Aj Jazirah,SD15,SD15030,Medani Al Kubra,Hai Almadnieen,Urban,Neighbourhood,150,30,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,,,150,0,150,0,0,30,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,3.updated with same information,Aj Jazirah,SD15,SD15030,Medani Al Kubra,Hillta Radowan,Urban,Neighbourhood,175,35,Khartoum,SD01,SD01001,Jebel Awlia,Jebel Awlia neighbourhoods and villages,,,175,0,175,0,35,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,3.updated with same information,Aj Jazirah,SD15,SD15030,Medani Al Kubra,Hillta Radowan,Urban,Neighbourhood,125,25,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,,,125,0,125,0,25,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,2. updated with new information,Aj Jazirah,SD15,SD15030,Medani Al Kubra,Hai Almazad,Urban,Neighbourhood,300,60,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,,,300,0,300,0,0,60,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,3.updated with same information,Aj Jazirah,SD15,SD15030,Medani Al Kubra,Hai Almazad,Urban,Neighbourhood,125,25,Khartoum,SD01,SD01003,Bahri,Bahri neighbourhoods,,,125,0,125,0,0,25,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,3.updated with same information,Aj Jazirah,SD15,SD15030,Medani Al Kubra,Hai Almazad,Urban,Neighbourhood,100,20,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,,,100,0,100,0,0,20,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,3.updated with same information,Aj Jazirah,SD15,SD15030,Medani Al Kubra,Hai Awooda,Urban,Neighbourhood,250,50,Khartoum,SD01,SD01001,Jebel Awlia,Jebel Awlia neighbourhoods and villages,,,250,0,250,0,50,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,3.updated with same information,Aj Jazirah,SD15,SD15030,Medani Al Kubra,Hai Awooda,Urban,Neighbourhood,150,30,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,,,150,0,150,0,30,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,3.updated with same information,Aj Jazirah,SD15,SD15030,Medani Al Kubra,Hai Awooda,Urban,Neighbourhood,100,20,Khartoum,SD01,SD01002,Um Bada,Um Bada neighbourhoods and villages,,,100,0,100,0,20,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,3.updated with same information,Aj Jazirah,SD15,SD15030,Medani Al Kubra,Hai 114,Urban,Neighbourhood,175,35,Khartoum,SD01,SD01001,Jebel Awlia,Jebel Awlia neighbourhoods and villages,,,175,0,175,0,35,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,3.updated with same information,Aj Jazirah,SD15,SD15030,Medani Al Kubra,Hai 114,Urban,Neighbourhood,175,35,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,,,175,0,175,0,35,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,2. updated with new information,Aj Jazirah,SD15,SD15030,Medani Al Kubra,Hai Almalakiya,Urban,Neighbourhood,150,30,Khartoum,SD01,SD01001,Jebel Awlia,Jebel Awlia neighbourhoods and villages,,,150,0,150,0,30,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,2. updated with new information,Aj Jazirah,SD15,SD15030,Medani Al Kubra,Hai Almalakiya,Urban,Neighbourhood,200,40,Khartoum,SD01,SD01004,Sharg An Neel,Sharg An Neel nighbourhoods and villages,,,200,0,200,0,40,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,2. updated with new information,Aj Jazirah,SD15,SD15030,Medani Al Kubra,Hai Adalla Masri,Urban,Neighbourhood,200,40,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,,,200,0,200,0,0,40,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,3.updated with same information,Aj Jazirah,SD15,SD15030,Medani Al Kubra,Hai Adalla Masri,Urban,Neighbourhood,75,15,Khartoum,SD01,SD01003,Bahri,Bahri neighbourhoods,,,75,0,75,0,0,15,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,3.updated with same information,Aj Jazirah,SD15,SD15030,Medani Al Kubra,Hai Adalla Masri,Urban,Neighbourhood,50,10,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,,,50,0,50,0,0,10,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,3.updated with same information,Aj Jazirah,SD15,SD15030,Medani Al Kubra,Hllat Alshabargha,Urban,Neighbourhood,100,20,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,,,100,0,100,0,0,20,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,3.updated with same information,Aj Jazirah,SD15,SD15030,Medani Al Kubra,Hllat Alshabargha,Urban,Neighbourhood,50,10,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,,,50,0,50,0,0,10,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,2. updated with new information,Aj Jazirah,SD15,SD15030,Medani Al Kubra,Hillat Aldanagla,Urban,Neighbourhood,300,60,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,,,300,0,300,0,0,60,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,3.updated with same information,Aj Jazirah,SD15,SD15030,Medani Al Kubra,Hillat Aldanagla,Urban,Neighbourhood,175,35,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,,,175,0,175,0,0,35,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,2. updated with new information,Aj Jazirah,SD15,SD15030,Medani Al Kubra,Hai Algism Alaowal,Urban,Neighbourhood,350,65,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,,,350,0,350,0,0,65,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,3.updated with same information,Aj Jazirah,SD15,SD15030,Medani Al Kubra,Hai Algism Alaowal,Urban,Neighbourhood,150,30,Khartoum,SD01,SD01003,Bahri,Bahri neighbourhoods,,,150,0,150,0,0,30,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,3.updated with same information,Aj Jazirah,SD15,SD15030,Medani Al Kubra,Hai Marinjan Alkambo,Urban,Neighbourhood,225,45,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,,,225,0,225,0,45,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,3.updated with same information,Aj Jazirah,SD15,SD15030,Medani Al Kubra,Hai Marinjan Alkambo,Urban,Neighbourhood,175,35,Khartoum,SD01,SD01002,Um Bada,Um Bada neighbourhoods and villages,,,175,0,175,0,35,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,3.updated with same information,Aj Jazirah,SD15,SD15030,Medani Al Kubra,Hai Dar Umbelal,Urban,Neighbourhood,250,50,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,,,250,0,250,0,50,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,3.updated with same information,Aj Jazirah,SD15,SD15030,Medani Al Kubra,Hai Dar Umbelal,Urban,Neighbourhood,150,30,Khartoum,SD01,SD01004,Sharg An Neel,Sharg An Neel nighbourhoods and villages,,,150,0,150,0,30,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,3.updated with same information,Aj Jazirah,SD15,SD15033,Sharg Aj Jazirah,Wad Rawoa town,Urban,Neighbourhood,480,96,Khartoum,SD01,SD01001,Jebel Awlia,Jebel Awlia neighbourhoods and villages,,,480,0,480,0,96,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,3.updated with same information,Aj Jazirah,SD15,SD15033,Sharg Aj Jazirah,Wad Rawoa town,Urban,Neighbourhood,430,86,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,,,430,0,430,0,86,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,3.updated with same information,Aj Jazirah,SD15,SD15033,Sharg Aj Jazirah,Wad Rawoa town,Urban,Neighbourhood,260,52,Khartoum,SD01,SD01004,Sharg An Neel,Sharg An Neel nighbourhoods and villages,,,260,0,260,0,52,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,3.updated with same information,Aj Jazirah,SD15,SD15033,Sharg Aj Jazirah,Wad Rawoa Villages,Rural,Village,100,20,Khartoum,SD01,SD01001,Jebel Awlia,Jebel Awlia neighbourhoods and villages,,,100,0,100,0,0,20,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,3.updated with same information,Aj Jazirah,SD15,SD15033,Sharg Aj Jazirah,Wad Rawoa Villages,Rural,Village,100,20,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,,,100,0,100,0,0,20,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,3.updated with same information,Aj Jazirah,SD15,SD15033,Sharg Aj Jazirah,Wad Asheeb,Rural,Village,325,65,Khartoum,SD01,SD01001,Jebel Awlia,Jebel Awlia neighbourhoods and villages,,,325,0,325,0,0,65,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,3.updated with same information,Aj Jazirah,SD15,SD15033,Sharg Aj Jazirah,Wad Asheeb,Rural,Village,175,35,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,,,175,0,175,0,0,35,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,3.updated with same information,Aj Jazirah,SD15,SD15033,Sharg Aj Jazirah,Wad Asheeb,Rural,Village,100,20,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,,,100,0,100,0,0,20,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,3.updated with same information,Aj Jazirah,SD15,SD15033,Sharg Aj Jazirah,Albshagra East,Rural,Village,85,17,Khartoum,SD01,SD01001,Jebel Awlia,Jebel Awlia neighbourhoods and villages,,,85,0,85,0,0,17,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,3.updated with same information,Aj Jazirah,SD15,SD15033,Sharg Aj Jazirah,Albshagra East,Rural,Village,65,13,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,,,65,0,65,0,0,13,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,3.updated with same information,Aj Jazirah,SD15,SD15033,Sharg Aj Jazirah,Almatama Sharg,Rural,Village,150,30,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,,,150,0,150,0,0,30,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,3.updated with same information,Aj Jazirah,SD15,SD15033,Sharg Aj Jazirah,Almatama Sharg,Rural,Village,100,20,Khartoum,SD01,SD01001,Jebel Awlia,Jebel Awlia neighbourhoods and villages,,,100,0,100,0,0,20,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,3.updated with same information,Aj Jazirah,SD15,SD15033,Sharg Aj Jazirah,Rufaa Town /Hai Alshawaiga,Urban,Neighbourhood,385,77,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,,,385,0,385,0,77,0,0,0,0,0,Food,3-Return to location of origin
