,,,,,,,,,,,,PLACE OF ORIGIN,,,,,NATIONALITIES,,,SHELTER CATEGORY,,,,,,,,TOP PRIORITY NEED,RETURN INTENTIONS
INCIDENT,DATA COLLECTION,STATUS,STATE OF DISPLACEMENT,STATE CODE,LOCALITY CODE,LOCALITY OF DISPLACEMENT,LOCATION OF DISPALCEMENT,LOCATION TYPE,LOCATION CLASSIFICATION,IDPs,HHs,STATE ORIGIN,STATE CODE ORIGIN,LOCALITY CODE ORIGIN,LOCALITY ORIGIN,LOCATION OF ORIGIN,NATIONALITY SUDANESE,NATIONALITY NON SUDANESE,TOTAL (=IDPs),SHELTER CATEGORY: Camp,SHELTER CATEGORY: WITH HOST COMMUNITY,SHELTER CATEGORY: IN RENTED ACCOMODATION (PAYING RENT),SHELTER CATEGORY: IN ABANDONED BUILDINGS/Improvised Shelters/NO RENT,SHELTER CATEGORY: IN SCHOOLS OR OTHER PUBLIC BUILDINGS/NO RENT,SHELTER CATEGORY: GATHERING SITES (INFORMAL SETTLEMENTS OR OPEN AREA),SHELTER CATEGORY: UNKNOWN,TOTAL,,
,#date+survey,,#adm1+name,#adm1+pcode,#adm2+pcode,#adm2+name,,,,#affected+idps+ind,#affected+idps+hh,#adm1+origin+name,#adm1+origin+pcode,#adm2+origin+pcode,#adm2+origin+name,,,,,,,,,,,,,,
15/04/2023,14/06/2023,Updated with same information,South Darfur,SD03,SD03162,Beliel,Beliel Town,Urban,Neighbourhood,7000,1400,South Darfur,SD03,SD03167,Nyala Janoub,Nyala Town,7000,0,7000,0,1400,0,0,0,0,0,1400,Food,Remain in same place
15/04/2023,14/06/2023,Updated with same information,South Darfur,SD03,SD03162,Beliel,Um Guina,Rural,Village,1000,200,South Darfur,SD03,SD03167,Nyala Janoub,Nyala Town,1000,0,1000,0,200,0,0,0,0,0,200,Food,Remain in same place
15/04/2023,14/06/2023,Updated with same information,South Darfur,SD03,SD03166,As Salam - SD,Nitiga,Rural,Village,3000,600,South Darfur,SD03,SD03167,Nyala Janoub,Nyala Town,3000,0,3000,0,600,0,0,0,0,0,600,Food,Remain in same place
15/04/2023,14/06/2023,Updated with same information,South Darfur,SD03,SD03166,As Salam - SD,Abu Agura,Rural,Village,2500,500,South Darfur,SD03,SD03167,Nyala Janoub,Nyala Town,2500,0,2500,0,500,0,0,0,0,0,500,Food,Remain in same place
15/04/2023,14/06/2023,Updated with same information,South Darfur,SD03,SD03167,Nyala Janoub,Nyala Town,Urban,Neighbourhood,30650,6130,South Darfur,SD03,SD03167,Nyala Janoub,"Hai Aljer, Hai Alwadi, Hai Aljamhowria, Hai As Serief (Nyala Town)",30650,0,30650,0,6130,0,0,0,0,0,6130,Food,Return to location of origin
15/04/2023,14/06/2023,Updated with new information,South Darfur,SD03,SD03164,nyala Shimal,Otash IDP Camp,Urban,Camp,7665,1533,South Darfur,SD03,SD03167,Nyala Janoub,"Hai Al Sika Haded, Al Kongo, Hai Alasial (Nyala Town)",7665,0,7665,1533,0,0,0,0,0,0,1533,Food,Return to location of origin
15/04/2023,14/06/2023,Updated with new information,West Darfur,SD04,SD04115,Ag Geneina,Al Shati Area (Ag Geneina Town),Urban,Neighbourhood,60000,12000,West Darfur,SD04,SD04115,Ag Geneina,Hai El Madaris Area (Ag Geneina Town),60000,0,60000,0,12000,0,0,0,0,0,12000,Food,Move to another location
15/04/2023,14/06/2023,Updated with new information,West Darfur,SD04,SD04115,Ag Geneina,Al Emtidad Area (Ag Geneina Town),Urban,Neighbourhood,100000,20000,West Darfur,SD04,SD04115,Ag Geneina,Al Jamarik Area (Ag Geneina Town),100000,0,100000,0,20000,0,0,0,0,0,20000,Food,Move to another location
15/04/2023,14/06/2023,Updated with same information,West Darfur,SD04,SD04115,Ag Geneina,Al Salam A (Ag Geneina Town),Urban,Neighbourhood,26575,5315,West Darfur,SD04,SD04115,Ag Geneina,Al Souk Area (Ag Geneina Town),26575,0,26575,0,5315,0,0,0,0,0,5315,Food,Move to another location
15/04/2023,14/06/2023,Updated with same information,West Darfur,SD04,SD04115,Ag Geneina,As Salam B (Ag Geneina Town),Urban,Neighbourhood,26645,5329,West Darfur,SD04,SD04115,Ag Geneina,Athora Area (Ag Geneina Town),26645,0,26645,0,5329,0,0,0,0,0,5329,Food,Move to another location
15/04/2023,14/06/2023,Updated with new information,West Darfur,SD04,SD04115,Ag Geneina,Hai Alriyad (Ag Geneina Town),Urban,Neighbourhood,45000,9000,West Darfur,SD04,SD04115,Ag Geneina,Ministries Area (Ag Geneina Town),45000,0,45000,0,9000,0,0,0,0,0,9000,Food,Move to another location
15/04/2023,14/06/2023,Updated with new information,West Darfur,SD04,SD04115,Ag Geneina,Ardamata (Ag Geneina Town),Urban,Neighbourhood,25000,5000,West Darfur,SD04,SD04115,Ag Geneina,Hai Al Jabal Area (Ag Geneina Town),25000,0,25000,0,5000,0,0,0,0,0,5000,Food,Move to another location
15/04/2023,14/06/2023,New Location,West Darfur,SD04,SD04115,Ag Geneina,Alzohur Area (Ag Geneina Town),Urban,Neighbourhood,15000,3000,West Darfur,SD04,SD04115,Ag Geneina,Um Diweam Area (Ag Geneina Town),15000,0,15000,0,3000,0,0,0,0,0,3000,Food,Move to another location
15/04/2023,30/05/2023,Location was not coverd in this update,East Darfur,SD05,SD05142,Ad Du'ayn,Ad Du'ayn Town,Urban,Neighbourhood,4900,980,South Darfur,SD03,SD03167,Nyala Janoub,Nyala Town,4900,0,4900,0,882,0,0,98,0,0,980,Food,Uknown
15/04/2023,30/05/2023,Location was not coverd in this update,East Darfur,SD05,SD05142,Ad Du'ayn,El Neem IDP Camp,Urban,Camp,2100,420,South Darfur,SD03,SD03167,Nyala Janoub,Nyala Town,2100,0,2100,420,0,0,0,0,0,0,420,Food,Uknown
15/04/2023,14/06/2023,New Location,Central Darfur,SD06,SD06135,Um Dukhun,Abujaradil,Rural,Village,1000,200,Central Darfur,SD06,SD06135,Um Dukhun,Um Dukhon,1000,0,1000,0,200,0,0,0,0,0,200,Food,Remain in same place
15/04/2023,14/06/2023,New Location,Central Darfur,SD06,SD06135,Um Dukhun,Towal,Rural,Village,1000,200,South Darfur,SD03,SD03167,Nyala Janoub,Nyala Town,1000,0,1000,0,200,0,0,0,0,0,200,Food,Remain in same place
15/04/2023,14/06/2023,New Location,Central Darfur,SD06,SD06135,Um Dukhun,Mindi,Rural,Village,500,100,Central Darfur,SD06,SD06138,Zalingi,Zalingi Town,500,0,500,0,100,0,0,0,0,0,100,Food,Remain in same place
15/04/2023,14/06/2023,New Location,Central Darfur,SD06,SD06135,Um Dukhun,Brangu,Rural,Village,650,130,South Darfur,SD03,SD03167,Nyala Janoub,Nyala Town,650,0,650,0,130,0,0,0,0,0,130,Food,Remain in same place
15/04/2023,14/06/2023,New Location,Central Darfur,SD06,SD06135,Um Dukhun,Srino,Rural,Village,500,100,South Darfur,SD03,SD03167,Nyala Janoub,Nyala Town,500,0,500,0,100,0,0,0,0,0,100,Food,Remain in same place
15/04/2023,14/06/2023,Updated with new information,Central Darfur,SD06,SD06137,Wadi Salih,Al Amira Camp,Rural,Camp,280,56,Central Darfur,SD06,SD06137,Wadi Salih,Al Amira Camp,280,0,280,56,0,0,0,0,0,0,56,Food,Remain in same place
15/04/2023,14/06/2023,Updated with new information,Central Darfur,SD06,SD06138,Zalingi,Hai Alwadi,Urban,Neighbourhood,15000,3000,Central Darfur,SD06,SD06138,Zalingi,Hai El Estad,15000,0,15000,0,3000,0,0,0,0,0,3000,Food,Move to another location
15/04/2023,14/06/2023,Updated with new information,Central Darfur,SD06,SD06138,Zalingi,Hai El Estad,Urban,Neighbourhood,15000,3000,Central Darfur,SD06,SD06138,Zalingi,Hai El Estad,15000,0,15000,0,3000,0,0,0,0,0,3000,Food,Move to another location
15/04/2023,14/06/2023,Updated with new information,Central Darfur,SD06,SD06138,Zalingi,Hai Al Sawra,Urban,Neighbourhood,40000,8000,Central Darfur,SD06,SD06138,Zalingi,Hai El Estad,40000,0,40000,0,8000,0,0,0,0,0,8000,Food,Move to another location
15/04/2023,14/06/2023,Updated with new information,Central Darfur,SD06,SD06138,Zalingi,Al Himmediya,Urban,Neighbourhood,25000,5000,Central Darfur,SD06,SD06138,Zalingi,Hai El Estad,25000,0,25000,0,5000,0,0,0,0,0,5000,Food,Move to another location
4/15/23,6/14/23,New Location,South Kordofan,SD07,SD07088,Abu Jubayhah,Al Galaa,Urban,Neighbourhood,513,95,Khartoum,SD01,SD01007,Khartoum,,513,0,513,0,89,6,0,0,0,0,95,Food,Remain in same place
4/15/23,6/14/23,New Location,South Kordofan,SD07,SD07088,Abu Jubayhah,Almsalih,Urban,Neighbourhood,300,60,Khartoum,SD01,SD01007,Khartoum,,300,0,300,0,56,4,0,0,0,0,60,Food,Return to location of origin
4/15/23,6/14/23,New Location,South Kordofan,SD07,SD07088,Abu Jubayhah,Albosta,Urban,Neighbourhood,291,54,Khartoum,SD01,SD01007,Khartoum,,291,0,291,0,54,0,0,0,0,0,54,Food,Return to location of origin
4/15/23,6/14/23,New Location,South Kordofan,SD07,SD07088,Abu Jubayhah,Um Naim,Urban,Neighbourhood,141,39,North Kordofan,SD13,SD13024,Sheikan,El Obied Town,141,0,141,0,39,0,0,0,0,0,39,Food,Return to location of origin
4/15/23,6/14/23,New Location,South Kordofan,SD07,SD07088,Abu Jubayhah,Shandi Fog,Urban,Neighbourhood,149,29,Khartoum,SD01,SD01002,Um Bada,,149,0,149,0,29,0,0,0,0,0,29,Food,Return to location of origin
4/15/23,6/14/23,New Location,South Kordofan,SD07,SD07088,Abu Jubayhah,Almdaris,Urban,Neighbourhood,94,21,Khartoum,SD01,SD01001,Jebel Awlia,,94,0,94,0,21,0,0,0,0,0,21,Food,Return to location of origin
4/15/23,6/14/23,New Location,South Kordofan,SD07,SD07088,Abu Jubayhah,Jabal Alomda,Urban,Neighbourhood,170,15,Khartoum,SD01,SD01007,Khartoum,,170,0,170,0,15,0,0,0,0,0,15,Food,Return to location of origin
4/15/23,6/14/23,New Location,South Kordofan,SD07,SD07088,Abu Jubayhah,Um Adaraa,Rural,Village,76,14,Khartoum,SD01,SD01002,Um Bada,,76,0,76,0,14,0,0,0,0,0,14,Food,Move to another location
4/15/23,6/14/23,New Location,South Kordofan,SD07,SD07088,Abu Jubayhah,Farig Alkoz,Urban,Neighbourhood,61,13,Khartoum,SD01,SD01002,Um Bada,,61,0,61,0,13,0,0,0,0,0,13,Food,Return to location of origin
4/15/23,6/14/23,New Location,South Kordofan,SD07,SD07088,Abu Jubayhah,Al Gardod,Urban,Neighbourhood,38,9,Khartoum,SD01,SD01001,Jebel Awlia,,38,0,38,0,9,0,0,0,0,0,9,Food,Return to location of origin
4/15/23,6/14/23,New Location,South Kordofan,SD07,SD07088,Abu Jubayhah,Taiba,Rural,Village,22,5,Khartoum,SD01,SD01007,Khartoum,,22,0,22,0,5,0,0,0,0,0,5,Food,Return to location of origin
4/15/23,6/14/23,New Location,South Kordofan,SD07,SD07088,Abu Jubayhah,Kanjara,Rural,Village,18,4,North Kordofan,SD13,SD13024,Sheikan,El Obied Town,18,0,18,0,4,0,0,0,0,0,4,Food,Move to another location
4/15/23,6/14/23,Updated with same information,South Kordofan,SD07,SD07090,Abassiya,Mahla,Rural,Village,48,15,Khartoum,SD01,SD01002,Um Bada,,48,0,48,0,15,0,0,0,0,0,15,Food,Move to another location
4/15/23,6/14/23,Updated with same information,South Kordofan,SD07,SD07090,Abassiya,Gambraia,Rural,Village,292,65,Khartoum,SD01,SD01002,Um Bada,,292,0,292,0,65,0,0,0,0,0,65,Food,Return to location of origin
4/15/23,6/14/23,Updated with same information,South Kordofan,SD07,SD07090,Abassiya,Al Zobl,Rural,Village,128,26,Khartoum,SD01,SD01002,Um Bada,,128,0,128,0,26,0,0,0,0,0,26,Food,Return to location of origin
4/15/23,6/14/23,Updated with same information,South Kordofan,SD07,SD07090,Abassiya,Toary,Rural,Village,10,1,Khartoum,SD01,SD01007,Khartoum,,10,0,10,0,1,0,0,0,0,0,1,Food,Return to location of origin
4/15/23,6/14/23,Updated with new information,South Kordofan,SD07,SD07090,Abassiya,Almdaris,Urban,Neighbourhood,231,51,Khartoum,SD01,SD01002,Um Bada,,231,0,231,0,51,0,0,0,0,0,51,Food,Return to location of origin
4/15/23,6/14/23,Updated with same information,South Kordofan,SD07,SD07090,Abassiya,Um Algora,Rural,Village,108,22,Khartoum,SD01,SD01007,Khartoum,,108,0,108,0,22,0,0,0,0,0,22,Food,Return to location of origin
4/15/23,6/14/23,Updated with same information,South Kordofan,SD07,SD07090,Abassiya,Kodi Ali,Rural,Village,19,2,Khartoum,SD01,SD01007,Khartoum,,19,0,19,0,2,0,0,0,0,0,2,Food,Move to another location
4/15/23,6/14/23,Updated with same information,South Kordofan,SD07,SD07090,Abassiya,Hai Alomda,Urban,Neighbourhood,170,34,Khartoum,SD01,SD01007,Khartoum,,170,0,170,0,34,0,0,0,0,0,34,Food,Return to location of origin
4/15/23,6/14/23,Updated with same information,South Kordofan,SD07,SD07090,Abassiya,Hai Alsog,Urban,Neighbourhood,110,22,Khartoum,SD01,SD01007,Khartoum,,110,0,110,0,22,0,0,0,0,0,22,Food,Remain in same place
4/15/23,6/14/23,Updated with same information,South Kordofan,SD07,SD07090,Abassiya,Jabona,Rural,Village,225,45,Khartoum,SD01,SD01002,Um Bada,,225,0,225,0,45,0,0,0,0,0,45,Food,Return to location of origin
4/15/23,6/14/23,Updated with new information,South Kordofan,SD07,SD07093,Ar Rashad,Dym Alsak,Urban,Neighbourhood,135,25,Khartoum,SD01,SD01007,Khartoum,,135,0,135,0,25,0,0,0,0,0,25,Food,Return to location of origin
4/15/23,6/14/23,Updated with same information,South Kordofan,SD07,SD07093,Ar Rashad,Dym Alsak,Urban,Neighbourhood,13,3,North Kordofan,SD13,SD13024,Sheikan,El Obied Town,13,0,13,0,3,0,0,0,0,0,3,Food,Return to location of origin
4/15/23,6/14/23,Updated with new information,South Kordofan,SD07,SD07093,Ar Rashad,Al Warsha,Urban,Neighbourhood,152,32,Khartoum,SD01,SD01007,Khartoum,,152,0,152,0,32,0,0,0,0,0,32,Food,Return to location of origin
4/15/23,6/14/23,Updated with same information,South Kordofan,SD07,SD07093,Ar Rashad,Al Warsha,Urban,Neighbourhood,27,7,North Kordofan,SD13,SD13024,Sheikan,El Obied Town,27,0,27,0,7,0,0,0,0,0,7,Food,Return to location of origin
4/15/23,6/14/23,Updated with new information,South Kordofan,SD07,SD07093,Ar Rashad,Khoar Alrmla,Urban,Neighbourhood,90,18,Khartoum,SD01,SD01007,Khartoum,,90,0,90,0,18,0,0,0,0,0,18,Food,Return to location of origin
4/15/23,6/14/23,Updated with new information,South Kordofan,SD07,SD07093,Ar Rashad,Al Wihda Garb,Urban,Neighbourhood,147,35,Khartoum,SD01,SD01007,Khartoum,,147,0,147,0,35,0,0,0,0,0,35,Food,Return to location of origin
4/15/23,6/14/23,Updated with same information,South Kordofan,SD07,SD07093,Ar Rashad,Al Wihda Garb,Urban,Neighbourhood,19,5,North Kordofan,SD13,SD13024,Sheikan,El Obied Town,19,0,19,0,5,0,0,0,0,0,5,Food,Return to location of origin
4/15/23,6/14/23,Updated with new information,South Kordofan,SD07,SD07093,Ar Rashad,Abu Anja Shimal,Urban,Neighbourhood,48,12,Khartoum,SD01,SD01007,Khartoum,,48,0,48,0,12,0,0,0,0,0,12,Food,Return to location of origin
4/15/23,6/14/23,Updated with same information,South Kordofan,SD07,SD07093,Ar Rashad,Abu Anja Shimal,Urban,Neighbourhood,5,1,North Kordofan,SD13,SD13024,Sheikan,El Obied Town,5,0,5,0,1,0,0,0,0,0,1,Food,Return to location of origin
4/15/23,6/14/23,Updated with new information,South Kordofan,SD07,SD07093,Ar Rashad,Al Wihda Ganob,Urban,Neighbourhood,186,47,Khartoum,SD01,SD01007,Khartoum,,186,0,186,0,47,0,0,0,0,0,47,Food,Return to location of origin
4/15/23,6/14/23,Updated with same information,South Kordofan,SD07,SD07093,Ar Rashad,Al Wihda Ganob,Urban,Neighbourhood,18,5,North Kordofan,SD13,SD13024,Sheikan,El Obied Town,18,0,18,0,5,0,0,0,0,0,5,Food,Return to location of origin
4/15/23,6/14/23,Updated with new information,South Kordofan,SD07,SD07093,Ar Rashad,Al Awaiat,Rural,Village,430,76,Khartoum,SD01,SD01007,Khartoum,,430,0,430,0,76,0,0,0,0,0,76,Food,Return to location of origin
4/15/23,6/14/23,Updated with same information,South Kordofan,SD07,SD07093,Ar Rashad,Al Gaba,Urban,Neighbourhood,33,7,Khartoum,SD01,SD01007,Khartoum,,33,0,33,0,7,0,0,0,0,0,7,Food,Return to location of origin
4/15/23,6/14/23,Updated with new information,South Kordofan,SD07,SD07093,Ar Rashad,Twakrna,Rural,Village,86,17,Khartoum,SD01,SD01007,Khartoum,,86,0,86,0,17,0,0,0,0,0,17,Food,Return to location of origin
4/15/23,6/14/23,Updated with same information,South Kordofan,SD07,SD07093,Ar Rashad,Twakrna,Rural,Village,3,1,North Kordofan,SD13,SD13024,Sheikan,El Obied Town,3,0,3,0,1,0,0,0,0,0,1,Food,Move to another location
4/15/23,6/14/23,Updated with new information,South Kordofan,SD07,SD07093,Ar Rashad,Hai Alsog,Urban,Neighbourhood,112,35,Khartoum,SD01,SD01007,Khartoum,,112,0,112,0,35,0,0,0,0,0,35,Food,Return to location of origin
4/15/23,6/14/23,Updated with same information,South Kordofan,SD07,SD07093,Ar Rashad,Hai Alsog,Urban,Neighbourhood,9,3,North Kordofan,SD13,SD13024,Sheikan,El Obied Town,9,0,9,0,3,0,0,0,0,0,3,Food,Return to location of origin
4/15/23,6/14/23,Updated with same information,South Kordofan,SD07,SD07093,Ar Rashad,Hai Alwihda Sharg,Urban,Neighbourhood,83,17,Khartoum,SD01,SD01007,Khartoum,,83,0,83,0,17,0,0,0,0,0,17,Food,Return to location of origin
4/15/23,6/14/23,Updated with same information,South Kordofan,SD07,SD07093,Ar Rashad,Tortanj,Urban,Neighbourhood,124,32,Khartoum,SD01,SD01007,Khartoum,,124,0,124,0,32,0,0,0,0,0,32,Food,Return to location of origin
4/15/23,6/14/23,Updated with same information,South Kordofan,SD07,SD07093,Ar Rashad,Tabldia,Rural,Village,11,3,Khartoum,SD01,SD01007,Khartoum,,11,0,11,0,3,0,0,0,0,0,3,Food,Return to location of origin
4/15/23,6/14/23,Updated with new information,South Kordofan,SD07,SD07093,Ar Rashad,Hai Alwihda Alaimtdad,Urban,Neighbourhood,92,20,Khartoum,SD01,SD01007,Khartoum,,92,0,92,0,20,0,0,0,0,0,20,Food,Return to location of origin
4/15/23,6/14/23,Updated with same information,South Kordofan,SD07,SD07093,Ar Rashad,Hai Alwihda Alaimtdad,Urban,Neighbourhood,6,1,North Kordofan,SD13,SD13024,Sheikan,El Obied Town,6,0,6,0,1,0,0,0,0,0,1,Food,Return to location of origin
4/15/23,6/14/23,Updated with same information,South Kordofan,SD07,SD07093,Ar Rashad,Al Mnzila,Urban,Neighbourhood,57,9,Khartoum,SD01,SD01007,Khartoum,,57,0,57,0,9,0,0,0,0,0,9,Food,Return to location of origin
4/15/23,6/14/23,Updated with same information,South Kordofan,SD07,SD07093,Ar Rashad,Tajelbo,Urban,Neighbourhood,31,7,Khartoum,SD01,SD01007,Khartoum,,31,0,31,0,7,0,0,0,0,0,7,Food,Return to location of origin
4/15/23,6/14/23,Updated with new information,South Kordofan,SD07,SD07093,Ar Rashad,Sanjil,Urban,Neighbourhood,37,8,Khartoum,SD01,SD01007,Khartoum,,37,0,37,0,8,0,0,0,0,0,8,Food,Return to location of origin
4/15/23,6/14/23,Updated with same information,South Kordofan,SD07,SD07093,Ar Rashad,Mabroka,Rural,Village,133,33,Khartoum,SD01,SD01007,Khartoum,,133,0,133,0,33,0,0,0,0,0,33,Food,Move to another location
4/15/23,6/14/23,Updated with new information,South Kordofan,SD07,SD07093,Ar Rashad,Tandik,Urban,Neighbourhood,433,98,Khartoum,SD01,SD01007,Khartoum,,433,0,433,0,98,0,0,0,0,0,98,Food,Return to location of origin
4/15/23,6/14/23,Updated with same information,South Kordofan,SD07,SD07093,Ar Rashad,Tandik,Urban,Neighbourhood,38,10,North Kordofan,SD13,SD13024,Sheikan,El Obied Town,38,0,38,0,10,0,0,0,0,0,10,Food,Return to location of origin
4/15/23,6/14/23,Updated with new information,South Kordofan,SD07,SD07093,Ar Rashad,Hilat Barno,Rural,Village,115,30,Khartoum,SD01,SD01007,Khartoum,,115,0,115,0,30,0,0,0,0,0,30,Food,Return to location of origin
4/15/23,6/14/23,Updated with same information,South Kordofan,SD07,SD07093,Ar Rashad,Hilat Barno,Rural,Village,15,4,North Kordofan,SD13,SD13024,Sheikan,El Obied Town,15,0,15,0,4,0,0,0,0,0,4,Food,Return to location of origin
4/15/23,6/14/23,Updated with new information,South Kordofan,SD07,SD07093,Ar Rashad,Hai Alsafa,Urban,Neighbourhood,36,10,Khartoum,SD01,SD01007,Khartoum,,36,0,36,0,10,0,0,0,0,0,10,Food,Return to location of origin
4/15/23,6/14/23,Updated with same information,South Kordofan,SD07,SD07093,Ar Rashad,Hai Alsafa,Urban,Neighbourhood,7,2,North Kordofan,SD13,SD13024,Sheikan,El Obied Town,7,0,7,0,2,0,0,0,0,0,2,Food,Return to location of origin
4/15/23,6/14/23,Updated with new information,South Kordofan,SD07,SD07093,Ar Rashad,Alsad Alali,Urban,Neighbourhood,91,23,Khartoum,SD01,SD01007,Khartoum,,91,0,91,0,23,0,0,0,0,0,23,Food,Return to location of origin
4/15/23,6/14/23,Updated with same information,South Kordofan,SD07,SD07093,Ar Rashad,Alsad Alali,Urban,Neighbourhood,9,2,North Kordofan,SD13,SD13024,Sheikan,El Obied Town,9,0,9,0,2,0,0,0,0,0,2,Food,Return to location of origin
4/15/23,6/14/23,Updated with same information,South Kordofan,SD07,SD07093,Ar Rashad,Tajmola Algoba,Urban,Neighbourhood,40,9,Khartoum,SD01,SD01007,Khartoum,,40,0,40,0,9,0,0,0,0,0,9,Food,Return to location of origin
4/15/23,6/14/23,Updated with new information,South Kordofan,SD07,SD07093,Ar Rashad,Tajmola,Urban,Neighbourhood,58,15,Khartoum,SD01,SD01007,Khartoum,,58,0,58,0,15,0,0,0,0,0,15,Food,Return to location of origin
4/15/23,6/14/23,Updated with same information,South Kordofan,SD07,SD07093,Ar Rashad,Abu Sabia,Rural,Village,13,3,Khartoum,SD01,SD01007,Khartoum,,13,0,13,0,3,0,0,0,0,0,3,Food,Return to location of origin
4/15/23,6/14/23,Updated with same information,South Kordofan,SD07,SD07093,Ar Rashad,Alnimaia,Rural,Village,29,7,Khartoum,SD01,SD01007,Khartoum,,29,0,29,0,7,0,0,0,0,0,7,Food,Return to location of origin
4/15/23,6/14/23,Updated with new information,South Kordofan,SD07,SD07093,Ar Rashad,Dbiker,Rural,Village,30,9,Khartoum,SD01,SD01007,Khartoum,,30,0,30,0,9,0,0,0,0,0,9,Food,Move to another location
4/15/23,6/14/23,Updated with same information,South Kordofan,SD07,SD07093,Ar Rashad,Dbiker,Rural,Village,3,1,North Kordofan,SD13,SD13024,Sheikan,El Obied Town,3,0,3,0,1,0,0,0,0,0,1,Food,Return to location of origin
4/15/23,6/7/23,Location was not coverd in this update,South Kordofan,SD07,SD07095,Dilling,Hai Altorg,Urban,Neighbourhood,85,30,Khartoum,SD01,SD01002,Um Bada,,85,0,85,0,30,0,0,0,0,0,30,Food,Return to location of origin
4/15/23,6/7/23,Location was not coverd in this update,South Kordofan,SD07,SD07095,Dilling,Hai Almak Janob,Urban,Neighbourhood,38,13,Khartoum,SD01,SD01007,Khartoum,,38,0,38,0,13,0,0,0,0,0,13,Food,Return to location of origin
4/15/23,6/7/23,Location was not coverd in this update,South Kordofan,SD07,SD07095,Dilling,Hai Alsafa,Urban,Neighbourhood,59,18,Khartoum,SD01,SD01004,Sharg An Neel,,59,0,59,0,18,0,0,0,0,0,18,Food,Return to location of origin
4/15/23,6/7/23,Location was not coverd in this update,South Kordofan,SD07,SD07095,Dilling,Hai Almasir,Urban,Neighbourhood,15,5,Khartoum,SD01,SD01002,Um Bada,,15,0,15,0,5,0,0,0,0,0,5,Food,Move to another location
4/15/23,6/7/23,Location was not coverd in this update,South Kordofan,SD07,SD07095,Dilling,Hai Almalkia,Urban,Neighbourhood,23,8,Khartoum,SD01,SD01007,Khartoum,,23,0,23,0,8,0,0,0,0,0,8,Food,Return to location of origin
4/15/23,6/7/23,Location was not coverd in this update,South Kordofan,SD07,SD07095,Dilling,Hai Kajnik,Urban,Neighbourhood,40,15,Khartoum,SD01,SD01007,Khartoum,,40,0,40,0,15,0,0,0,0,0,15,Food,Return to location of origin
4/15/23,6/7/23,Location was not coverd in this update,South Kordofan,SD07,SD07095,Dilling,Hai Alradif,Urban,Neighbourhood,54,22,Khartoum,SD01,SD01002,Um Bada,,54,0,54,0,22,0,0,0,0,0,22,Food,Return to location of origin
4/15/23,6/7/23,Location was not coverd in this update,South Kordofan,SD07,SD07095,Dilling,Hai Frish,Urban,Neighbourhood,48,18,Khartoum,SD01,SD01002,Um Bada,,48,0,48,0,18,0,0,0,0,0,18,Food,Return to location of origin
4/15/23,6/7/23,Location was not coverd in this update,South Kordofan,SD07,SD07095,Dilling,Hai Sangat,Urban,Neighbourhood,45,13,Khartoum,SD01,SD01002,Um Bada,,45,0,45,0,13,0,0,0,0,0,13,Food,Return to location of origin
4/15/23,6/7/23,Location was not coverd in this update,South Kordofan,SD07,SD07095,Dilling,Hai Fathalrahman,Urban,Neighbourhood,15,4,Khartoum,SD01,SD01007,Khartoum,,15,0,15,0,4,0,0,0,0,0,4,Food,Return to location of origin
4/15/23,6/7/23,Location was not coverd in this update,South Kordofan,SD07,SD07095,Dilling,Hai Algoz Sharig,Urban,Neighbourhood,93,25,Khartoum,SD01,SD01007,Khartoum,,93,0,93,0,25,0,0,0,0,0,25,Food,Return to location of origin
4/15/23,6/7/23,Location was not coverd in this update,South Kordofan,SD07,SD07095,Dilling,Hai Alhila Algadida,Urban,Neighbourhood,250,50,Khartoum,SD01,SD01006,Um Durman,,250,0,250,0,50,0,0,0,0,0,50,Food,Remain in same place
4/15/23,6/7/23,Location was not coverd in this update,South Kordofan,SD07,SD07095,Dilling,Hai Almrafid,Urban,Neighbourhood,84,32,Khartoum,SD01,SD01007,Khartoum,,84,0,84,0,32,0,0,0,0,0,32,Food,Return to location of origin
4/15/23,6/7/23,Location was not coverd in this update,South Kordofan,SD07,SD07095,Dilling,Hai Almak Shimal,Urban,Neighbourhood,103,27,Khartoum,SD01,SD01006,Um Durman,,103,0,103,0,27,0,0,0,0,0,27,Food,Return to location of origin
4/15/23,6/7/23,Location was not coverd in this update,South Kordofan,SD07,SD07095,Dilling,Hai Altomat,Urban,Neighbourhood,120,31,Khartoum,SD01,SD01007,Khartoum,,120,0,120,0,31,0,0,0,0,0,31,Food,Remain in same place
4/15/23,6/7/23,Location was not coverd in this update,South Kordofan,SD07,SD07095,Dilling,Hai Algoaz Garib,Urban,Neighbourhood,30,12,Khartoum,SD01,SD01002,Um Bada,,30,0,30,0,12,0,0,0,0,0,12,Food,Return to location of origin
4/15/23,6/7/23,Location was not coverd in this update,South Kordofan,SD07,SD07095,Dilling,Hai Al Lobad,Urban,Neighbourhood,15,9,Khartoum,SD01,SD01007,Khartoum,,15,0,15,0,9,0,0,0,0,0,9,Food,Return to location of origin
4/15/23,6/7/23,Location was not coverd in this update,South Kordofan,SD07,SD07095,Dilling,Hai Alnasr,Urban,Neighbourhood,7,3,Khartoum,SD01,SD01007,Khartoum,,7,0,7,0,3,0,0,0,0,0,3,Food,Return to location of origin
