,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCIDENT,DATA COLLECTION,status,PREVIOUS REPORT IDP,PREVIOUS REPORT HH,Difference IDPs,Difference HH,OK CHECK,"STATE OF DISPLACEMENT
 (Drop-down List)",STATE_CODE,Locality_Code,"LOCALITY OF DISPLACEMENT
 (Drop-down List)",LOCATION OF DISPALCEMENT,Location type (Drop-down List),Location Classification (Drop-down List),IDPs,HHs,"STATE ORIGIN
 (Drop-down List)",STATE_CODE,Locality_Code,"LOCALITY ORIGIN
 (Drop-down List)",LOCATION OF ORIGIN,SUDANESE,NON SUDANESE,TOTAL (=IDPs),VALIDATION,Camp (formal),In Host Family/Community accommodation,In Rented accomodation (paying rent),In Abandoned buildings/critical shelters/no rent,In schools or other public buildings/no rent,Gathering sites (informal settlements or open area),Unknown,Total (=HHs),VALIDATION,priority need,return Intention
,,,,,,,,#adm1+name,#adm1+pcode,#adm2+pcode,#adm2+name,,,,#affected+idps+ind,#affected+idps+hh,#adm1+origin+name,#adm1+origin+pcode,#adm2+origin+pcode,#adm2+origin+name,,,,,,,,,,,,,,,,
4/15/23,5/22/23,3.updated with same information,180,35,-,-,OK,North Kordofan,SD13,SD13030,Ar Rahad,Al azhari,Urban,Neighbourhood,180,35,Khartoum,SD01,SD01006,Um Durman,,180,-,180,TRUE,-,35,-,-,-,-,-,35,TRUE,Food,3-Return to location of origin
4/15/23,5/22/23,3.updated with same information,145,28,-,-,OK,North Kordofan,SD13,SD13030,Ar Rahad,falastin,Urban,Neighbourhood,145,28,Khartoum,SD01,SD01006,Um Durman,,145,-,145,TRUE,-,28,-,-,-,-,-,28,TRUE,Food,3-Return to location of origin
4/15/23,5/22/23,3.updated with same information,135,25,-,-,OK,North Kordofan,SD13,SD13030,Ar Rahad,Alsmaih,Rural,Village,135,25,Khartoum,SD01,SD01006,Um Durman,,135,-,135,TRUE,-,25,-,-,-,-,-,25,TRUE,Food,3-Return to location of origin
4/15/23,5/22/23,3.updated with same information,246,47,-,-,OK,North Kordofan,SD13,SD13030,Ar Rahad,Hi Alsafa,Urban,Neighbourhood,246,47,Khartoum,SD01,SD01006,Um Durman,,246,-,246,TRUE,-,35,12,-,-,-,-,47,TRUE,Food,3-Return to location of origin
4/15/23,5/22/23,2. updated with new information,132,33,23,-,OK,North Kordofan,SD13,SD13030,Ar Rahad,Hi alwihda,Urban,Neighbourhood,155,33,Khartoum,SD01,SD01006,Um Durman,,155,-,155,TRUE,-,33,-,-,-,-,-,33,TRUE,Food,3-Return to location of origin
4/15/23,5/22/23,3.updated with same information,232,45,-,-,OK,North Kordofan,SD13,SD13030,Ar Rahad,Hi alsalam,Urban,Neighbourhood,232,45,Khartoum,SD01,SD01006,Um Durman,,232,-,232,TRUE,-,45,-,-,-,-,-,45,TRUE,Food,3-Return to location of origin
4/15/23,5/22/23,3.updated with same information,114,23,-,-,OK,North Kordofan,SD13,SD13030,Ar Rahad,Alban Jadid east,Urban,Neighbourhood,114,23,Khartoum,SD01,SD01003,Bahri,,114,-,114,TRUE,-,23,-,-,-,-,-,23,TRUE,Food,3-Return to location of origin
4/15/23,5/22/23,2. updated with new information,78,25,32,-,OK,North Kordofan,SD13,SD13030,Ar Rahad,Mhila,Rural,Village,110,25,Khartoum,SD01,SD01003,Bahri,,110,-,110,TRUE,-,25,-,-,-,-,-,25,TRUE,Food,3-Return to location of origin
4/15/23,5/22/23,3.updated with same information,433,73,-,-,OK,North Kordofan,SD13,SD13030,Ar Rahad,Hi Alshati,Urban,Neighbourhood,433,73,Khartoum,SD01,SD01006,Um Durman,,433,-,433,TRUE,-,66,7,-,-,-,-,73,TRUE,Food,3-Return to location of origin
4/15/23,5/22/23,3.updated with same information,134,24,-,-,OK,North Kordofan,SD13,SD13030,Ar Rahad,Ardiba,Urban,Neighbourhood,134,24,Khartoum,SD01,SD01006,Um Durman,,134,-,134,TRUE,-,24,-,-,-,-,-,24,TRUE,Food,3-Return to location of origin
4/15/23,5/22/23,3.updated with same information,121,20,-,-,OK,North Kordofan,SD13,SD13030,Ar Rahad,Abu Dakna,Urban,Neighbourhood,121,20,Khartoum,SD01,SD01001,Jebel Awlia,,121,-,121,TRUE,-,20,-,-,-,-,-,20,TRUE,Food,3-Return to location of origin
4/15/23,5/22/23,3.updated with same information,89,18,-,-,OK,North Kordofan,SD13,SD13030,Ar Rahad,Hi Alsafa,Urban,Neighbourhood,89,18,Khartoum,SD01,SD01003,Bahri,,89,-,89,TRUE,-,18,-,-,-,-,-,18,TRUE,Food,3-Return to location of origin
4/15/23,5/22/23,3.updated with same information,132,23,-,-,OK,North Kordofan,SD13,SD13030,Ar Rahad,Sidra,Rural,Village,132,23,Khartoum,SD01,SD01006,Um Durman,,132,-,132,TRUE,-,23,-,-,-,-,-,23,TRUE,Food,3-Return to location of origin
4/15/23,5/22/23,3.updated with same information,190,34,-,-,OK,North Kordofan,SD13,SD13030,Ar Rahad,Al Hgina,Rural,Village,190,34,Khartoum,SD01,SD01003,Bahri,,190,-,190,TRUE,-,34,-,-,-,-,-,34,TRUE,Food,3-Return to location of origin
4/15/23,5/22/23,2. updated with new information,44,9,-44,-9,OK,North Kordofan,SD13,SD13030,Ar Rahad,Mwailh,Rural,Village,-,-,Khartoum,SD01,SD01007,Khartoum,,-,-,-,TRUE,-,-,-,-,-,-,-,-,TRUE,Food,3-Return to location of origin
4/15/23,5/22/23,3.updated with same information,28,6,-,-,OK,North Kordofan,SD13,SD13030,Ar Rahad,Mandor,Rural,Village,28,6,Khartoum,SD01,SD01006,Um Durman,,28,-,28,TRUE,-,6,-,-,-,-,-,6,TRUE,Food,3-Return to location of origin
4/15/23,5/22/23,3.updated with same information,212,42,-,-,OK,North Kordofan,SD13,SD13030,Ar Rahad,Alban Jadid wasat,Urban,Neighbourhood,212,42,Khartoum,SD01,SD01007,Khartoum,,212,-,212,TRUE,-,42,-,-,-,-,-,42,TRUE,Food,3-Return to location of origin
4/15/23,5/22/23,2. updated with new information,215,42,8,3,OK,North Kordofan,SD13,SD13030,Ar Rahad,Andraba,Rural,Village,223,45,Khartoum,SD01,SD01003,Bahri,,223,-,223,TRUE,-,45,-,-,-,-,-,45,TRUE,Food,3-Return to location of origin
4/15/23,5/22/23,2. updated with new information,136,31,25,6,OK,North Kordofan,SD13,SD13027,Gebrat Al Sheikh,Al Ganoby,Urban,Neighbourhood,161,37,Khartoum,SD01,SD01002,Um Bada,,161,-,161,TRUE,-,37,-,-,-,-,-,37,TRUE,Food,3-Return to location of origin
4/15/23,5/22/23,2. updated with new information,113,24,19,4,OK,North Kordofan,SD13,SD13027,Gebrat Al Sheikh,Al Shargy,Urban,Neighbourhood,132,28,Khartoum,SD01,SD01002,Um Bada,,132,-,132,TRUE,-,28,-,-,-,-,-,28,TRUE,Food,3-Return to location of origin
4/15/23,5/22/23,2. updated with new information,110,24,33,8,OK,North Kordofan,SD13,SD13027,Gebrat Al Sheikh,Hi Algarbi,Urban,Neighbourhood,143,32,Khartoum,SD01,SD01002,Um Bada,,143,-,143,TRUE,-,32,-,-,-,-,-,32,TRUE,Food,3-Return to location of origin
4/15/23,5/22/23,2. updated with new information,61,10,4,2,OK,North Kordofan,SD13,SD13027,Gebrat Al Sheikh,Al Bashma,Urban,Neighbourhood,65,12,Khartoum,SD01,SD01005,Karrari,,65,-,65,TRUE,-,12,-,-,-,-,-,12,TRUE,Food,3-Return to location of origin
4/15/23,5/22/23,2. updated with new information,118,24,7,2,OK,North Kordofan,SD13,SD13027,Gebrat Al Sheikh,Al Endraba,Urban,Neighbourhood,125,26,Khartoum,SD01,SD01002,Um Bada,,125,-,125,TRUE,-,26,-,-,-,-,-,26,TRUE,Food,3-Return to location of origin
4/15/23,5/22/23,2. updated with new information,99,19,13,3,OK,North Kordofan,SD13,SD13027,Gebrat Al Sheikh,Al Faria,Urban,Neighbourhood,112,22,Khartoum,SD01,SD01002,Um Bada,,112,-,112,TRUE,-,22,-,-,-,-,-,22,TRUE,Food,3-Return to location of origin
4/15/23,5/22/23,2. updated with new information,100,20,31,7,OK,North Kordofan,SD13,SD13027,Gebrat Al Sheikh,Hi Al Soag,Urban,Neighbourhood,131,27,Khartoum,SD01,SD01002,Um Bada,,131,-,131,TRUE,-,27,-,-,-,-,-,27,TRUE,Food,3-Return to location of origin
4/15/23,5/22/23,3.updated with same information,98,23,-,-,OK,North Kordofan,SD13,SD13023,Um Rawaba,Hai Taiba,Urban,Neighbourhood,98,23,Khartoum,SD01,SD01006,Um Durman,,98,-,98,TRUE,-,23,-,-,-,-,-,23,TRUE,Food,3-Return to location of origin
4/15/23,5/22/23,3.updated with same information,115,23,-,-,OK,North Kordofan,SD13,SD13023,Um Rawaba,Hai Aldrja,Urban,Neighbourhood,115,23,Khartoum,SD01,SD01002,Um Bada,,115,-,115,TRUE,-,23,-,-,-,-,-,23,TRUE,Food,3-Return to location of origin
4/15/23,5/22/23,3.updated with same information,47,9,-,-,OK,North Kordofan,SD13,SD13023,Um Rawaba,Hai Alsafa,Urban,Neighbourhood,47,9,Khartoum,SD01,SD01002,Um Bada,,47,-,47,TRUE,-,9,-,-,-,-,-,9,TRUE,Food,3-Return to location of origin
4/15/23,5/22/23,3.updated with same information,214,42,-,-,OK,North Kordofan,SD13,SD13023,Um Rawaba,Hai Albagir,Urban,Neighbourhood,214,42,Khartoum,SD01,SD01007,Khartoum,,214,-,214,TRUE,-,42,-,-,-,-,-,42,TRUE,Food,3-Return to location of origin
4/15/23,5/22/23,3.updated with same information,120,23,-,-,OK,North Kordofan,SD13,SD13023,Um Rawaba,Hai Atroon,Urban,Neighbourhood,120,23,Khartoum,SD01,SD01003,Bahri,,120,-,120,TRUE,-,23,-,-,-,-,-,23,TRUE,Food,3-Return to location of origin
4/15/23,5/22/23,3.updated with same information,355,63,-,-,OK,North Kordofan,SD13,SD13023,Um Rawaba,Hai Adib,Urban,Neighbourhood,355,63,Khartoum,SD01,SD01004,Sharg An Neel,,355,-,355,TRUE,-,63,-,-,-,-,-,63,TRUE,Food,3-Return to location of origin
4/15/23,5/22/23,2. updated with new information,179,35,-31,-6,OK,North Kordofan,SD13,SD13023,Um Rawaba,Hai Aboubaker,Urban,Neighbourhood,148,29,Khartoum,SD01,SD01004,Sharg An Neel,,148,-,148,TRUE,-,29,-,-,-,-,-,29,TRUE,Food,3-Return to location of origin
4/15/23,5/22/23,3.updated with same information,68,13,-,-,OK,North Kordofan,SD13,SD13023,Um Rawaba,Hai Alfarog,Urban,Neighbourhood,68,13,Khartoum,SD01,SD01006,Um Durman,,68,-,68,TRUE,-,13,-,-,-,-,-,13,TRUE,Food,3-Return to location of origin
4/15/23,5/22/23,3.updated with same information,335,54,-,-,OK,North Kordofan,SD13,SD13023,Um Rawaba,Hai Algods,Urban,Neighbourhood,335,54,Khartoum,SD01,SD01002,Um Bada,,335,-,335,TRUE,-,54,-,-,-,-,-,54,TRUE,Food,3-Return to location of origin
4/15/23,5/22/23,3.updated with same information,50,11,-,-,OK,North Kordofan,SD13,SD13023,Um Rawaba,Hai Algadsia,Urban,Neighbourhood,50,11,Khartoum,SD01,SD01006,Um Durman,,50,-,50,TRUE,-,11,-,-,-,-,-,11,TRUE,Food,3-Return to location of origin
4/15/23,5/22/23,3.updated with same information,511,87,-,-,OK,North Kordofan,SD13,SD13023,Um Rawaba,"Block 5 , 7,11",Urban,Neighbourhood,511,87,Khartoum,SD01,SD01002,Um Bada,,511,-,511,TRUE,-,87,-,-,-,-,-,87,TRUE,Food,3-Return to location of origin
4/15/23,5/22/23,3.updated with same information,154,31,-,-,OK,North Kordofan,SD13,SD13023,Um Rawaba,Hai Aldraib,Urban,Neighbourhood,154,31,Khartoum,SD01,SD01006,Um Durman,,154,-,154,TRUE,-,31,-,-,-,-,-,31,TRUE,Food,3-Return to location of origin
4/15/23,5/22/23,3.updated with same information,329,59,-,-,OK,North Kordofan,SD13,SD13023,Um Rawaba,Alsika Hadid,Urban,Neighbourhood,329,59,Khartoum,SD01,SD01002,Um Bada,,329,-,329,TRUE,-,59,-,-,-,-,-,59,TRUE,Food,3-Return to location of origin
4/15/23,5/22/23,2. updated with new information,169,37,49,5,OK,North Kordofan,SD13,SD13023,Um Rawaba,Ashana,Rural,Village,218,42,Khartoum,SD01,SD01004,Sharg An Neel,,218,-,218,TRUE,-,42,-,-,-,-,-,42,TRUE,Food,3-Return to location of origin
4/15/23,5/22/23,3.updated with same information,277,43,-,-,OK,North Kordofan,SD13,SD13023,Um Rawaba,Sharkila,Rural,Village,277,43,Khartoum,SD01,SD01004,Sharg An Neel,,277,-,277,TRUE,-,43,-,-,-,-,-,43,TRUE,Food,3-Return to location of origin
4/15/23,5/22/23,3.updated with same information,0,0,-,-,OK,North Kordofan,SD13,SD13023,Um Rawaba,Albagir,Rural,Village,-,-,North Kordofan,SD13,SD13024,Sheikan,El Obeid,-,-,-,TRUE,-,-,-,-,-,-,-,-,TRUE,Food,3-Return to location of origin
4/15/23,5/22/23,3.updated with same information,0,0,-,-,OK,North Kordofan,SD13,SD13023,Um Rawaba,Hai Adib,Urban,Neighbourhood,-,-,North Kordofan,SD13,SD13024,Sheikan,El Obeid,-,-,-,TRUE,-,-,-,-,-,-,-,-,TRUE,Food,3-Return to location of origin
4/15/23,5/22/23,2. updated with new information,132,22,52,6,OK,North Kordofan,SD13,SD13029,Gharb Bara,Hai Albarka,Urban,Neighbourhood,184,28,Khartoum,SD01,SD01006,Um Durman,,184,-,184,TRUE,-,28,-,-,-,-,-,28,TRUE,Food,3-Return to location of origin
4/15/23,5/22/23,2. updated with new information,46,9,28,2,OK,North Kordofan,SD13,SD13029,Gharb Bara,Al Awsat,Urban,Neighbourhood,74,11,Khartoum,SD01,SD01006,Um Durman,,74,-,74,TRUE,-,11,-,-,-,-,-,11,TRUE,Food,3-Return to location of origin
4/15/23,5/22/23,3.updated with same information,37,7,-,-,OK,North Kordofan,SD13,SD13029,Gharb Bara,Hai Alshaik,Urban,Neighbourhood,37,7,Khartoum,SD01,SD01006,Um Durman,,37,-,37,TRUE,-,7,-,-,-,-,-,7,TRUE,Food,3-Return to location of origin
4/15/23,5/22/23,2. updated with new information,55,10,117,16,OK,North Kordofan,SD13,SD13029,Gharb Bara,Um Kraidm,Urban,Neighbourhood,172,26,Khartoum,SD01,SD01006,Um Durman,,172,-,172,TRUE,-,26,-,-,-,-,-,26,TRUE,Food,3-Return to location of origin
4/15/23,5/22/23,3.updated with same information,70,13,-,-,OK,North Kordofan,SD13,SD13029,Gharb Bara,Albashiri,Rural,Village,70,13,Khartoum,SD01,SD01006,Um Durman,,70,-,70,TRUE,-,13,-,-,-,-,-,13,TRUE,Food,3-Return to location of origin
4/15/23,5/22/23,3.updated with same information,77,14,-,-,OK,North Kordofan,SD13,SD13029,Gharb Bara,Shaboga,Rural,Village,77,14,Khartoum,SD01,SD01007,Khartoum,,77,-,77,TRUE,-,14,-,-,-,-,-,14,TRUE,Food,3-Return to location of origin
4/15/23,5/22/23,3.updated with same information,154,32,-,-,OK,North Kordofan,SD13,SD13029,Gharb Bara,Al Gadir,Rural,Village,154,32,Khartoum,SD01,SD01006,Um Durman,,154,-,154,TRUE,-,32,-,-,-,-,-,32,TRUE,Food,3-Return to location of origin
4/15/23,5/22/23,3.updated with same information,47,9,-,-,OK,North Kordofan,SD13,SD13029,Gharb Bara,Al Songd,Rural,Village,47,9,Khartoum,SD01,SD01006,Um Durman,,47,-,47,TRUE,-,9,-,-,-,-,-,9,TRUE,Food,3-Return to location of origin
4/15/23,5/22/23,3.updated with same information,304,50,-,-,OK,North Kordofan,SD13,SD13029,Gharb Bara,Um Sadon,Rural,Village,304,50,Khartoum,SD01,SD01006,Um Durman,,304,-,304,TRUE,-,50,-,-,-,-,-,50,TRUE,Food,3-Return to location of origin
4/15/23,5/22/23,2. updated with new information,144,30,261,36,OK,North Kordofan,SD13,SD13029,Gharb Bara,Haj Alin,Rural,Village,405,66,Khartoum,SD01,SD01006,Um Durman,,405,-,405,TRUE,-,66,-,-,-,-,-,66,TRUE,Food,3-Return to location of origin
4/15/23,5/22/23,2. updated with new information,56,10,57,5,OK,North Kordofan,SD13,SD13029,Gharb Bara,Alsharif Aljad,Rural,Village,113,15,Khartoum,SD01,SD01007,Khartoum,,113,-,113,TRUE,-,15,-,-,-,-,-,15,TRUE,Food,3-Return to location of origin
4/15/23,5/22/23,2. updated with new information,64,10,49,5,OK,North Kordofan,SD13,SD13029,Gharb Bara,Alsharif Aljad,Rural,Village,113,15,North Kordofan,SD13,SD13024,Sheikan,El Obeid,113,-,113,TRUE,-,15,-,-,-,-,-,15,TRUE,Food,3-Return to location of origin
4/15/23,5/22/23,3.updated with same information,106,15,-,-,OK,North Kordofan,SD13,SD13029,Gharb Bara,Um Gafla,Rural,Village,106,15,North Kordofan,SD13,SD13024,Sheikan,El Obeid,106,-,106,TRUE,-,15,-,-,-,-,-,15,TRUE,Food,3-Return to location of origin
4/15/23,5/22/23,3.updated with same information,203,50,-,-,OK,North Kordofan,SD13,SD13029,Gharb Bara,Taiba Hai Alwast,Rural,Village,203,50,North Kordofan,SD13,SD13024,Sheikan,El Obeid,203,-,203,TRUE,-,50,-,-,-,-,-,50,TRUE,Food,3-Return to location of origin
4/15/23,5/22/23,3.updated with same information,83,19,-,-,OK,North Kordofan,SD13,SD13029,Gharb Bara,Hai Alshaik,Urban,Neighbourhood,83,19,North Kordofan,SD13,SD13024,Sheikan,El Obeid,83,-,83,TRUE,-,19,-,-,-,-,-,19,TRUE,Food,3-Return to location of origin
4/15/23,5/22/23,3.updated with same information,196,31,-,-,OK,North Kordofan,SD13,SD13029,Gharb Bara,Almazrob,Urban,Neighbourhood,196,31,North Kordofan,SD13,SD13024,Sheikan,El Obeid,196,-,196,TRUE,-,31,-,-,-,-,-,31,TRUE,Food,3-Return to location of origin
4/15/23,5/22/23,2. updated with new information,308,50,-16,-,OK,North Kordofan,SD13,SD13029,Gharb Bara,Hai Alshmali,Urban,Neighbourhood,292,50,North Kordofan,SD13,SD13024,Sheikan,El Obeid,292,-,292,TRUE,-,50,-,-,-,-,-,50,TRUE,Food,3-Return to location of origin
4/15/23,5/22/23,3.updated with same information,112,20,-,-,OK,North Kordofan,SD13,SD13029,Gharb Bara,Alsata,Rural,Village,112,20,North Kordofan,SD13,SD13024,Sheikan,El Obeid,112,-,112,TRUE,-,20,-,-,-,-,-,20,TRUE,Food,3-Return to location of origin
4/15/23,5/22/23,2. updated with new information,210,42,48,-2,OK,North Kordofan,SD13,SD13029,Gharb Bara,Hai Aljanoby,Urban,Neighbourhood,258,40,North Kordofan,SD13,SD13024,Sheikan,El Obeid,258,-,258,TRUE,-,40,-,-,-,-,-,40,TRUE,Food,3-Return to location of origin
4/15/23,5/22/23,2. updated with new information,433,73,-319,-52,comment,North Kordofan,SD13,SD13030,Ar Rahad,Hai Alshati,Urban,Neighbourhood,114,21,North Kordofan,SD13,SD13024,Sheikan,El Obeid,114,-,114,TRUE,-,21,,-,-,-,-,21,TRUE,Food,3-Return to location of origin
4/15/23,5/22/23,2. updated with new information,33,20,-3,-15,OK,North Kordofan,SD13,SD13030,Ar Rahad,Hai Alazhari,Urban,Neighbourhood,30,5,North Kordofan,SD13,SD13024,Sheikan,El Obeid,30,-,30,TRUE,-,5,,-,-,-,-,5,TRUE,Food,3-Return to location of origin
4/15/23,5/22/23,2. updated with new information,53,11,-16,-4,OK,North Kordofan,SD13,SD13030,Ar Rahad,Hai Alban Jadid,Urban,Neighbourhood,37,7,North Kordofan,SD13,SD13024,Sheikan,El Obeid,37,-,37,TRUE,-,7,-,-,-,-,-,7,TRUE,Food,3-Return to location of origin
4/15/23,5/22/23,2. updated with new information,77,15,-77,-15,OK,North Kordofan,SD13,SD13030,Ar Rahad,Hai Alshifa,Urban,Neighbourhood,-,-,North Kordofan,SD13,SD13024,Sheikan,El Obeid,-,-,-,TRUE,-,-,-,-,-,-,-,-,TRUE,Food,3-Return to location of origin
4/15/23,5/22/23,2. updated with new information,66,13,-44,-9,OK,North Kordofan,SD13,SD13030,Ar Rahad,Hai Alwihda,Urban,Neighbourhood,22,4,North Kordofan,SD13,SD13024,Sheikan,El Obeid,22,-,22,TRUE,-,4,-,-,-,-,-,4,TRUE,Food,3-Return to location of origin
4/15/23,5/22/23,2. updated with new information,123,22,-51,-9,OK,North Kordofan,SD13,SD13030,Ar Rahad,Hai Alsalam,Urban,Neighbourhood,72,13,North Kordofan,SD13,SD13024,Sheikan,El Obeid,72,-,72,TRUE,-,13,,-,-,-,-,13,TRUE,Food,3-Return to location of origin
4/15/23,5/22/23,2. updated with new information,38,8,-38,-8,OK,North Kordofan,SD13,SD13030,Ar Rahad,Um Habila,Rural,Village,-,-,North Kordofan,SD13,SD13024,Sheikan,El Obeid,-,-,-,TRUE,-,-,-,-,-,-,-,-,TRUE,Food,3-Return to location of origin
4/15/23,5/22/23,2. updated with new information,55,12,-12,-4,OK,North Kordofan,SD13,SD13030,Ar Rahad,Hai Alsafa,Urban,Neighbourhood,43,8,North Kordofan,SD13,SD13024,Sheikan,El Obeid,43,-,43,TRUE,-,8,-,-,-,-,-,8,TRUE,Food,3-Return to location of origin
4/15/23,5/22/23,2. updated with new information,27,5,-27,-5,OK,North Kordofan,SD13,SD13030,Ar Rahad,Al Dar Alkabira,Rural,Village,-,-,North Kordofan,SD13,SD13024,Sheikan,El Obeid,-,-,-,TRUE,-,-,-,-,-,-,-,-,TRUE,Food,3-Return to location of origin
4/15/23,5/22/23,3.updated with same information,88,16,-,-,OK,North Kordofan,SD13,SD13026,Bara,Hai Alganobi,Urban,Neighbourhood,88,16,Khartoum,SD01,SD01007,Khartoum,,88,-,88,TRUE,-,16,-,-,-,-,-,16,TRUE,Food,3-Return to location of origin
4/15/23,5/22/23,3.updated with same information,112,23,-,-,OK,North Kordofan,SD13,SD13026,Bara,Hai Algoz,Urban,Neighbourhood,112,23,Khartoum,SD01,SD01007,Khartoum,,112,-,112,TRUE,-,23,-,-,-,-,-,23,TRUE,Food,3-Return to location of origin
4/15/23,5/22/23,3.updated with same information,136,25,-,-,OK,North Kordofan,SD13,SD13026,Bara,Hai Alshargi,Urban,Neighbourhood,136,25,Khartoum,SD01,SD01007,Khartoum,,136,-,136,TRUE,-,25,-,-,-,-,-,25,TRUE,Food,3-Return to location of origin
4/15/23,5/22/23,3.updated with same information,70,14,-,-,OK,North Kordofan,SD13,SD13026,Bara,Hai Alshamali,Urban,Neighbourhood,70,14,Khartoum,SD01,SD01007,Khartoum,,70,-,70,TRUE,-,14,-,-,-,-,-,14,TRUE,Food,3-Return to location of origin
4/15/23,5/22/23,3.updated with same information,104,21,-,-,OK,North Kordofan,SD13,SD13026,Bara,Hai Albalk,Urban,Neighbourhood,104,21,Khartoum,SD01,SD01007,Khartoum,,104,-,104,TRUE,-,21,-,-,-,-,-,21,TRUE,Food,3-Return to location of origin
4/15/23,5/22/23,3.updated with same information,99,19,-,-,OK,North Kordofan,SD13,SD13026,Bara,Um siala,Rural,Village,99,19,Khartoum,SD01,SD01007,Khartoum,,99,-,99,TRUE,-,19,-,-,-,-,-,19,TRUE,Food,3-Return to location of origin
4/15/23,5/22/23,3.updated with same information,80,17,-,-,OK,North Kordofan,SD13,SD13026,Bara,Hai Algarbi,Urban,Neighbourhood,80,17,North Kordofan,SD13,SD13024,Sheikan,El Obeid,80,-,80,TRUE,-,17,-,-,-,-,-,17,TRUE,Food,3-Return to location of origin
4/15/23,5/22/23,3.updated with same information,65,12,-,-,OK,North Kordofan,SD13,SD13026,Bara,Hai Kadugli,Urban,Neighbourhood,65,12,North Kordofan,SD13,SD13024,Sheikan,El Obeid,65,-,65,TRUE,-,12,-,-,-,-,-,12,TRUE,Food,3-Return to location of origin
4/15/23,5/22/23,3.updated with same information,134,28,-,-,OK,North Kordofan,SD13,SD13026,Bara,Hai Algadid,Urban,Neighbourhood,134,28,North Kordofan,SD13,SD13024,Sheikan,El Obeid,134,-,134,TRUE,-,28,-,,-,-,-,28,TRUE,Food,3-Return to location of origin
4/15/23,5/22/23,3.updated with same information,148,26,-,-,OK,North Kordofan,SD13,SD13024,Sheikan,Al Gmhoria,Urban,Neighbourhood,148,26,Khartoum,SD01,SD01006,Um Durman,,148,-,148,TRUE,-,26,-,-,-,-,-,26,TRUE,Food,3-Return to location of origin
4/15/23,5/22/23,2. updated with new information,268,47,18,-,OK,North Kordofan,SD13,SD13024,Sheikan,Shikan Block 7,Urban,Neighbourhood,286,47,Khartoum,SD01,SD01006,Um Durman,,286,-,286,TRUE,-,47,-,-,-,-,-,47,TRUE,Food,3-Return to location of origin
4/15/23,5/22/23,2. updated with new information,74,13,38,5,OK,North Kordofan,SD13,SD13024,Sheikan,Hai Alsafa,Urban,Neighbourhood,112,18,Khartoum,SD01,SD01007,Khartoum,,112,-,112,TRUE,-,14,-,-,4,-,-,18,TRUE,Food,3-Return to location of origin
4/15/23,5/22/23,2. updated with new information,76,13,-2,-,OK,North Kordofan,SD13,SD13024,Sheikan,Riad Alsalhin,Urban,Neighbourhood,74,13,Khartoum,SD01,SD01003,Bahri,,74,-,74,TRUE,-,13,-,-,-,-,-,13,TRUE,Food,3-Return to location of origin
4/15/23,5/22/23,3.updated with same information,77,25,-,-,OK,North Kordofan,SD13,SD13025,Soudari,sodari Town,Urban,Neighbourhood,77,25,Khartoum,SD01,SD01006,Um Durman,,77,-,77,TRUE,-,25,-,-,-,-,-,25,TRUE,Food,3-Return to location of origin
4/15/23,5/22/23,3.updated with same information,569,100,-,-,OK,North Kordofan,SD13,SD13025,Soudari,Rifi Sodari,Rural,Village,569,100,Khartoum,SD01,SD01006,Um Durman,,569,-,569,TRUE,-,100,-,-,-,-,-,100,TRUE,Food,3-Return to location of origin
4/15/23,5/22/23,3.updated with same information,190,35,-,-,OK,North Kordofan,SD13,SD13025,Soudari,Hofra,Rural,Village,190,35,Khartoum,SD01,SD01006,Um Durman,,190,-,190,TRUE,-,35,-,-,-,-,-,35,TRUE,Food,3-Return to location of origin
4/15/23,5/22/23,3.updated with same information,250,50,-,-,OK,North Kordofan,SD13,SD13025,Soudari,Um Khroa,Rural,Village,250,50,Khartoum,SD01,SD01006,Um Durman,,250,-,250,TRUE,-,50,-,-,-,-,-,50,TRUE,Food,3-Return to location of origin
4/15/23,5/22/23,3.updated with same information,108,20,-,-,OK,North Kordofan,SD13,SD13025,Soudari,Hai Shemal Alsog,Urban,Neighbourhood,108,20,Khartoum,SD01,SD01006,Um Durman,,108,-,108,TRUE,-,20,-,-,-,-,-,20,TRUE,Food,3-Return to location of origin
4/15/23,5/22/23,2. updated with new information,117,11,-100,-8,OK,North Kordofan,SD13,SD13025,Soudari,Almalkia,Urban,Neighbourhood,17,3,Khartoum,SD01,SD01006,Um Durman,,17,-,17,TRUE,-,3,-,-,-,-,-,3,TRUE,Food,3-Return to location of origin
4/15/23,5/22/23,3.updated with same information,61,10,-,-,OK,North Kordofan,SD13,SD13025,Soudari,Janop Alsog,Urban,Neighbourhood,61,10,Khartoum,SD01,SD01006,Um Durman,,61,-,61,TRUE,-,10,-,-,-,-,-,10,TRUE,Food,3-Return to location of origin
4/15/23,5/22/23,3.updated with same information,39,7,-,-,OK,North Kordofan,SD13,SD13025,Soudari,Hai Aldokhan,Urban,Neighbourhood,39,7,Khartoum,SD01,SD01007,Khartoum,,39,-,39,TRUE,-,7,-,-,-,-,-,7,TRUE,Food,3-Return to location of origin
4/15/23,5/22/23,3.updated with same information,64,12,-,-,OK,North Kordofan,SD13,SD13025,Soudari,M Ali Village,Rural,Village,64,12,Khartoum,SD01,SD01006,Um Durman,,64,-,64,TRUE,-,12,-,-,-,-,-,12,TRUE,Food,3-Return to location of origin
